Description	dn_aggregated_microarray_0.8	dn_aggregated_microarray_DE	dn_aggregated_microarray	GSE139871_GPL10558_MTB_control_blood_monocyte	GSE16250_GPL570_MTB_control_blood_pmbc	GSE34151_GPL10558_MTB_control_blood_dcs	GSE63548_GPL10558_LNTB_control_lymphnode_lymphnode	GSE83456_GPL10558_EPTB_control_blood	GSE83456_GPL10558_PTB_control_blood
Fc-gamma receptor signaling pathway involved in phagocytosis	0.013605442176870748	NA	NA	NA	NA	NA	NA	NA	NA
fear response	0.009523809523809525	NA	NA	NA	NA	NA	NA	0.006008583690987125	0.006008583690987125
feeding behavior	NA	0.01212471131639723	NA	NA	NA	NA	0.009483404042924881	NA	NA
female gamete generation	0.021768707482993196	NA	NA	NA	NA	NA	NA	0.013733905579399141	0.013733905579399141
female genitalia development	NA	NA	NA	NA	NA	NA	0.0029947591714499623	0.0031473533619456365	0.0031473533619456365
female gonad development	0.014965986394557823	NA	NA	0.010336538461538461	0.010285420416559526	0.010475030450669914	0.01123034689293736	0.00944206008583691	0.00944206008583691
female meiosis I	NA	NA	NA	NA	NA	NA	NA	0.0020028612303290413	0.0020028612303290413
female meiotic nuclear division	0.00816326530612245	NA	NA	NA	NA	NA	NA	0.004577968526466381	0.004577968526466381
female pregnancy	0.021768707482993196	0.021362586605080832	NA	0.01875	0.018770892260221137	0.01851400730816078	0.01946593461442476	0.021745350500715306	0.021745350500715306
female sex differentiation	NA	0.015011547344110854	NA	0.012259615384615384	0.012085368989457444	0.012423873325213155	0.013725979535812328	0.0117310443490701	0.0117310443490701
ferroptosis	NA	NA	NA	NA	0.0020570840833119054	NA	NA	NA	NA
fever generation	NA	NA	NA	NA	NA	NA	NA	0.0020028612303290413	0.0020028612303290413
fibroblast apoptotic process	0.00816326530612245	NA	NA	0.0033653846153846156	0.003342761635381846	NA	NA	NA	NA
fibroblast growth factor receptor signaling pathway	0.013605442176870748	NA	NA	NA	NA	NA	NA	NA	NA
fibroblast migration	NA	NA	NA	NA	0.007199794291591669	NA	NA	NA	NA
fibroblast proliferation	0.01904761904761905	NA	NA	0.00985576923076923	0.011571097968629467	NA	0.010481657100074869	NA	NA
fluid transport	NA	NA	NA	NA	0.004114168166623811	NA	NA	0.004864091559370529	0.004864091559370529
foam cell differentiation	NA	NA	NA	0.0045673076923076926	0.004114168166623811	NA	0.004242575492887447	0.004291845493562232	0.004291845493562232
focal adhesion assembly	0.017687074829931974	NA	NA	0.007932692307692307	0.01131396245821548	NA	0.0079860244571999	NA	NA
follicle-stimulating hormone secretion	NA	0.003464203233256351	NA	NA	NA	0.001705237515225335	NA	NA	NA
forebrain cell migration	NA	NA	NA	0.006490384615384616	NA	NA	NA	NA	NA
formation of primary germ layer	0.017687074829931974	NA	NA	0.012740384615384615	NA	0.01364190012180268	NA	0.012589413447782546	0.012589413447782546
fructose 1,6-bisphosphate metabolic process	0.004081632653061225	NA	NA	NA	0.0015428130624839291	NA	NA	NA	NA
fructose 6-phosphate metabolic process	NA	NA	NA	0.0019230769230769232	NA	NA	NA	NA	NA
fungiform papilla development	NA	NA	NA	NA	NA	NA	0.0012478163214374844	NA	NA
fused antrum stage	NA	NA	NA	NA	NA	0.001218026796589525	NA	NA	NA
fusion of virus membrane with host plasma membrane	NA	NA	NA	NA	NA	0.001218026796589525	NA	NA	NA
G protein-coupled acetylcholine receptor signaling pathway	NA	NA	NA	0.003125	NA	NA	NA	NA	NA
G protein-coupled adenosine receptor signaling pathway	NA	NA	NA	NA	NA	NA	0.001996506114299975	NA	NA
G protein-coupled dopamine receptor signaling pathway	NA	NA	NA	0.004807692307692308	NA	NA	NA	NA	NA
G protein-coupled glutamate receptor signaling pathway	NA	NA	NA	NA	NA	NA	0.002246069378587472	NA	NA
G protein-coupled purinergic receptor signaling pathway	NA	NA	NA	NA	NA	NA	0.001996506114299975	NA	NA
G protein-coupled receptor internalization	NA	NA	NA	NA	NA	0.00243605359317905	NA	NA	NA
G protein-coupled receptor signaling pathway involved in heart process	0.006802721088435374	NA	NA	NA	NA	NA	NA	NA	NA
G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger	NA	NA	NA	0.007211538461538462	NA	0.005602923264311815	0.005490391814324931	0.007725321888412017	0.007725321888412017
G protein-coupled serotonin receptor signaling pathway	NA	NA	NA	0.004326923076923077	NA	NA	NA	NA	NA
G0 to G1 transition	0.00816326530612245	NA	NA	NA	NA	NA	NA	NA	NA
G1 to G0 transition	0.005442176870748299	NA	NA	NA	NA	NA	NA	NA	NA
G2/M transition of mitotic cell cycle	0.0380952380952381	NA	0.061855670103092786	NA	0.011828233479043456	NA	NA	NA	NA
G2/MI transition of meiotic cell cycle	0.004081632653061225	NA	NA	NA	NA	NA	NA	0.001430615164520744	0.001430615164520744
gamma-aminobutyric acid biosynthetic process	NA	NA	NA	NA	NA	NA	NA	0.001430615164520744	0.001430615164520744
gamma-aminobutyric acid metabolic process	NA	NA	NA	NA	NA	NA	NA	0.0017167381974248926	0.0017167381974248926
gamma-aminobutyric acid secretion	NA	NA	NA	0.0021634615384615386	NA	0.002192448233861145	0.001996506114299975	NA	NA
gamma-aminobutyric acid signaling pathway	NA	0.005773672055427252	NA	0.0045673076923076926	NA	0.0041412911084043845	NA	0.004291845493562232	0.004291845493562232
gamma-aminobutyric acid transport	NA	NA	NA	0.003125	0.0030856261249678583	0.00292326431181486	0.0027451959071624656	0.0034334763948497852	0.0034334763948497852
gamma-delta T cell activation	NA	NA	NA	NA	NA	NA	0.0032443224357374596	NA	NA
gamma-delta T cell differentiation	0.005442176870748299	NA	NA	NA	NA	NA	0.002246069378587472	NA	NA
ganglion development	NA	NA	NA	NA	0.0025713551041398816	NA	NA	0.002575107296137339	0.002575107296137339
ganglioside metabolic process	NA	NA	NA	NA	0.003342761635381846	NA	0.0032443224357374596	NA	NA
gas transport	NA	NA	NA	0.0026442307692307694	NA	NA	0.0029947591714499623	NA	NA
gastric acid secretion	NA	NA	NA	NA	NA	NA	NA	0.0022889842632331904	0.0022889842632331904
gastrulation	0.02857142857142857	0.019630484988452657	NA	0.019951923076923075	NA	0.019244823386114496	0.01672073870726229	0.01859799713876967	0.01859799713876967
gastrulation with mouth forming second	NA	NA	NA	NA	NA	0.0036540803897685747	NA	NA	NA
genitalia development	NA	NA	NA	NA	NA	NA	0.005989518342899925	0.006294706723891273	0.006294706723891273
germ cell proliferation	NA	NA	NA	NA	NA	NA	NA	0.0020028612303290413	0.0020028612303290413
gland morphogenesis	0.029931972789115645	NA	NA	0.011057692307692308	0.013885317562355361	0.013398294762484775	0.013725979535812328	0.012589413447782546	0.012589413447782546
glandular epithelial cell development	0.00816326530612245	NA	NA	NA	NA	NA	NA	NA	NA
glandular epithelial cell differentiation	0.014965986394557823	NA	NA	NA	NA	NA	NA	0.008011444921316165	0.008011444921316165
glial cell activation	NA	NA	NA	0.006009615384615385	0.0061712522499357166	NA	NA	NA	NA
glial cell apoptotic process	0.006802721088435374	NA	NA	NA	NA	NA	NA	NA	NA
glial cell development	NA	NA	NA	0.01201923076923077	0.012342504499871433	NA	0.011479910157224856	NA	NA
glial cell migration	NA	NA	NA	0.00625	NA	NA	NA	NA	NA
glial cell proliferation	0.010884353741496598	NA	NA	0.006009615384615385	0.006685523270763692	NA	0.005739955078612428	0.006008583690987125	0.006008583690987125
glomerular capillary formation	NA	NA	NA	0.001201923076923077	NA	NA	NA	NA	NA
glomerular epithelium development	NA	NA	NA	NA	0.003342761635381846	NA	NA	NA	NA
glomerular mesangium development	0.005442176870748299	NA	NA	NA	NA	NA	NA	NA	NA
glomerulus development	0.012244897959183673	NA	NA	0.006730769230769231	0.007199794291591669	NA	NA	0.007439198855507869	0.007439198855507869
glomerulus vasculature development	0.006802721088435374	NA	NA	0.004086538461538462	NA	NA	NA	NA	NA
glomerulus vasculature morphogenesis	NA	NA	NA	0.001201923076923077	NA	NA	NA	NA	NA
glucan catabolic process	0.005442176870748299	NA	NA	NA	NA	NA	NA	0.0034334763948497852	0.0034334763948497852
glucan metabolic process	NA	NA	NA	NA	NA	0.008282582216808769	NA	0.010014306151645207	0.010014306151645207
gluconeogenesis	0.013605442176870748	NA	NA	0.008413461538461538	0.007971200822833634	NA	0.008984277514349888	0.008297567954220314	0.008297567954220314
glucosamine-containing compound metabolic process	NA	NA	NA	NA	NA	0.00292326431181486	NA	NA	NA
glucose catabolic process	0.006802721088435374	NA	NA	0.0033653846153846156	NA	NA	0.0032443224357374596	0.0034334763948497852	0.0034334763948497852
glucose catabolic process to pyruvate	NA	NA	NA	0.002403846153846154	NA	NA	0.0027451959071624656	0.002575107296137339	0.002575107296137339
glucose metabolic process	0.034013605442176874	NA	NA	0.018509615384615385	0.01825662123939316	0.016321559074299635	0.017968555028699776	0.017739628040057225	0.017739628040057225
glucose transmembrane transport	0.0163265306122449	NA	NA	NA	NA	NA	NA	NA	NA
glutamate catabolic process	NA	NA	NA	NA	NA	0.00146163215590743	NA	NA	NA
glutamate metabolic process	NA	NA	NA	NA	NA	0.00389768574908648	NA	NA	NA
glutamate receptor signaling pathway	NA	NA	NA	0.007211538461538462	0.00565698122910774	NA	0.0072373346643374095	NA	NA
glutamate secretion	NA	NA	NA	0.003605769230769231	0.0038570326562098224	NA	0.004242575492887447	NA	NA
glutamine family amino acid catabolic process	NA	NA	NA	NA	NA	NA	NA	0.0034334763948497852	0.0034334763948497852
glutathione biosynthetic process	NA	NA	NA	NA	NA	NA	NA	0.002575107296137339	0.002575107296137339
glutathione metabolic process	NA	NA	NA	0.005528846153846154	NA	NA	NA	NA	NA
glycogen catabolic process	0.005442176870748299	NA	NA	NA	NA	NA	NA	0.0034334763948497852	0.0034334763948497852
glycogen metabolic process	NA	NA	NA	NA	NA	0.00779537149817296	NA	0.009728183118741058	0.009728183118741058
glycolipid catabolic process	NA	NA	NA	0.003125	NA	NA	NA	NA	NA
glycolytic process	0.01904761904761905	NA	NA	0.009615384615384616	NA	NA	0.008984277514349888	NA	NA
glycolytic process through fructose-6-phosphate	NA	NA	NA	0.0033653846153846156	NA	NA	0.0034938857000249564	0.0031473533619456365	0.0031473533619456365
glycolytic process through glucose-6-phosphate	NA	NA	NA	0.0026442307692307694	NA	NA	0.0027451959071624656	0.002861230329041488	0.002861230329041488
glycoprotein catabolic process	NA	NA	NA	NA	NA	NA	0.00399301222859995	NA	NA
glycosphingolipid metabolic process	NA	NA	NA	0.006730769230769231	0.006942658781177681	NA	0.006738208135762416	NA	NA
Golgi to plasma membrane protein transport	NA	NA	NA	NA	0.004628439187451787	NA	NA	NA	NA
Golgi to vacuole transport	NA	NA	NA	NA	NA	NA	0.0027451959071624656	NA	NA
gonadotropin secretion	NA	0.005196304849884526	NA	NA	NA	0.00292326431181486	0.0024956326428749688	0.002575107296137339	0.002575107296137339
granulocyte activation	NA	NA	NA	NA	NA	0.0060901339829476245	0.006488644871474919	NA	NA
granulocyte chemotaxis	NA	0.015011547344110854	NA	0.01201923076923077	0.01131396245821548	0.01315468940316687	0.014973795857249813	0.015164520743919885	0.015164520743919885
granulocyte differentiation	NA	NA	NA	0.004326923076923077	NA	NA	0.005240828550037434	NA	NA
granulocyte migration	NA	0.017321016166281754	NA	0.014423076923076924	0.013371046541527385	0.016565164433617538	0.01672073870726229	0.017453505007153074	0.017453505007153074
growth hormone receptor signaling pathway	0.010884353741496598	NA	NA	NA	0.003342761635381846	NA	NA	NA	NA
growth hormone receptor signaling pathway via JAK-STAT	0.005442176870748299	NA	NA	NA	NA	NA	NA	NA	NA
growth plate cartilage development	NA	NA	NA	NA	NA	NA	0.0029947591714499623	NA	NA
hair cycle	0.014965986394557823	0.013856812933025405	NA	NA	0.010028284906145539	NA	NA	0.010872675250357653	0.010872675250357653
hair cycle process	NA	NA	NA	NA	NA	0.008526187576126675	NA	0.009155937052932762	0.009155937052932762
hair follicle development	NA	0.010969976905311778	NA	NA	0.008228336333247621	0.008282582216808769	NA	0.008869814020028613	0.008869814020028613
hair follicle morphogenesis	0.006802721088435374	NA	NA	NA	NA	NA	NA	NA	NA
hair follicle placode formation	NA	NA	NA	NA	NA	NA	0.0012478163214374844	NA	NA
heart growth	0.0163265306122449	NA	NA	0.008173076923076924	0.010028284906145539	0.007551766138855055	0.007736461192912403	0.008011444921316165	0.008011444921316165
heart valve development	0.012244897959183673	NA	NA	NA	0.008999742864489586	NA	NA	NA	NA
heart valve formation	NA	NA	NA	NA	0.0023142195937258937	NA	NA	NA	NA
heart valve morphogenesis	0.012244897959183673	NA	NA	NA	0.007714065312419645	NA	NA	NA	NA
heat generation	NA	0.0040415704387990765	NA	NA	NA	NA	NA	0.0031473533619456365	0.0031473533619456365
hematopoietic or lymphoid organ development	0.0163265306122449	NA	NA	NA	0.01131396245821548	NA	NA	NA	NA
hematopoietic progenitor cell differentiation	0.029931972789115645	NA	NA	0.011778846153846154	NA	NA	0.011729473421512353	NA	NA
hematopoietic stem cell differentiation	0.009523809523809525	NA	NA	NA	0.004628439187451787	NA	0.004741702021462441	NA	NA
hematopoietic stem cell migration	0.004081632653061225	NA	NA	NA	NA	NA	NA	NA	NA
hematopoietic stem cell proliferation	NA	NA	NA	NA	NA	NA	0.00399301222859995	NA	NA
heme A biosynthetic process	NA	NA	NA	NA	NA	0.001705237515225335	0.0017469428500124782	NA	NA
heme a metabolic process	NA	NA	NA	NA	NA	0.001705237515225335	0.0017469428500124782	NA	NA
heme B biosynthetic process	NA	NA	NA	NA	NA	0.00146163215590743	NA	NA	NA
heme B metabolic process	NA	NA	NA	NA	NA	0.00146163215590743	NA	NA	NA
heme catabolic process	NA	NA	NA	0.0019230769230769232	NA	NA	NA	NA	NA
heme metabolic process	0.009523809523809525	NA	NA	NA	NA	NA	NA	NA	NA
heme O biosynthetic process	NA	NA	NA	NA	NA	0.001705237515225335	NA	NA	NA
heme O metabolic process	NA	NA	NA	NA	NA	0.001705237515225335	NA	NA	NA
hemidesmosome assembly	NA	NA	NA	0.001201923076923077	NA	NA	NA	NA	NA
hemoglobin biosynthetic process	NA	NA	NA	NA	NA	0.002192448233861145	NA	NA	NA
hemoglobin metabolic process	NA	NA	NA	NA	NA	0.002679658952496955	NA	NA	NA
heparan sulfate proteoglycan biosynthetic process	NA	NA	NA	NA	NA	NA	NA	0.004005722460658083	0.004005722460658083
heparan sulfate proteoglycan catabolic process	NA	NA	NA	NA	NA	NA	0.0017469428500124782	NA	NA
hepaticobiliary system development	0.024489795918367346	NA	NA	0.0125	0.013628182051941374	0.014616321559074299	0.013476416271524832	0.01430615164520744	0.01430615164520744
hepatocyte apoptotic process	0.006802721088435374	NA	NA	NA	0.00282849061455387	NA	NA	NA	NA
hepatocyte growth factor receptor signaling pathway	NA	NA	NA	NA	NA	NA	NA	0.0020028612303290413	0.0020028612303290413
heterochromatin formation	0.017687074829931974	NA	NA	NA	NA	NA	NA	NA	NA
heterochromatin organization	0.017687074829931974	NA	NA	NA	NA	NA	NA	NA	NA
heterotypic cell-cell adhesion	NA	NA	NA	0.006730769230769231	0.0061712522499357166	NA	NA	NA	NA
hexose biosynthetic process	0.013605442176870748	NA	NA	0.008653846153846154	0.008228336333247621	NA	0.009233840778637384	0.008869814020028613	0.008869814020028613
hexose catabolic process	0.009523809523809525	NA	NA	0.005048076923076923	NA	0.00535931790499391	NA	NA	NA
hexose transmembrane transport	0.0163265306122449	NA	NA	NA	0.00977114939573155	NA	NA	NA	NA
high-density lipoprotein particle clearance	NA	NA	NA	NA	NA	0.001705237515225335	NA	NA	NA
high-density lipoprotein particle remodeling	NA	NA	NA	NA	NA	NA	0.0024956326428749688	NA	NA
hindbrain development	0.021768707482993196	NA	NA	0.018028846153846152	0.013371046541527385	0.01510353227771011	0.014474669328674819	0.01688125894134478	0.01688125894134478
hindbrain morphogenesis	NA	NA	NA	0.0057692307692307696	NA	NA	NA	NA	NA
hindlimb morphogenesis	NA	NA	NA	0.004086538461538462	NA	NA	NA	NA	NA
hippocampus development	NA	NA	NA	0.008413461538461538	NA	0.00876979293544458	0.009483404042924881	0.009728183118741058	0.009728183118741058
histamine metabolic process	NA	NA	NA	NA	NA	NA	0.0012478163214374844	NA	NA
histamine production involved in inflammatory response	NA	NA	NA	NA	0.0015428130624839291	NA	NA	NA	NA
histamine secretion	0.004081632653061225	NA	NA	NA	0.0017999485728979173	NA	0.0017469428500124782	NA	NA
histamine secretion by mast cell	NA	NA	NA	NA	0.0015428130624839291	NA	NA	NA	NA
histamine secretion involved in inflammatory response	NA	NA	NA	NA	0.0015428130624839291	NA	NA	NA	NA
histamine transport	NA	NA	NA	NA	NA	NA	0.002246069378587472	NA	NA
histone deacetylation	0.006802721088435374	NA	NA	NA	NA	NA	NA	NA	NA
homeostasis of number of cells within a tissue	0.009523809523809525	NA	NA	0.0045673076923076926	NA	NA	NA	NA	NA
homotypic cell-cell adhesion	0.0163265306122449	NA	NA	0.009615384615384616	NA	0.009500609013398295	NA	0.010586552217453506	0.010586552217453506
hormone biosynthetic process	NA	NA	NA	NA	0.006685523270763692	0.006577344701583435	0.006738208135762416	0.0068669527896995704	0.0068669527896995704
hormone-mediated signaling pathway	NA	0.023094688221709007	NA	NA	NA	NA	NA	NA	NA
humoral immune response mediated by circulating immunoglobulin	NA	NA	NA	0.0069711538461538465	0.006942658781177681	0.0060901339829476245	NA	0.007725321888412017	0.007725321888412017
hydrocarbon metabolic process	NA	NA	NA	NA	NA	NA	0.0014973795857249812	0.001430615164520744	0.001430615164520744
hydrogen peroxide catabolic process	NA	NA	NA	0.004086538461538462	0.0035998971457958345	NA	0.00399301222859995	NA	NA
hydrogen peroxide metabolic process	NA	NA	NA	0.0069711538461538465	0.006685523270763692	NA	0.006738208135762416	0.006294706723891273	0.006294706723891273
hydrogen peroxide-mediated programmed cell death	NA	NA	NA	NA	0.0020570840833119054	NA	NA	NA	NA
hypersensitivity	NA	NA	NA	NA	NA	0.00292326431181486	NA	NA	NA
hypothalamus development	NA	NA	NA	NA	NA	NA	0.0029947591714499623	NA	NA
icosanoid biosynthetic process	0.009523809523809525	NA	NA	NA	0.0053998457186937516	NA	NA	0.006008583690987125	0.006008583690987125
icosanoid metabolic process	NA	NA	NA	NA	0.01105682694780149	NA	0.010481657100074869	0.01201716738197425	0.01201716738197425
icosanoid secretion	0.00816326530612245	NA	NA	NA	NA	NA	NA	0.006580829756795422	0.006580829756795422
icosanoid transport	NA	NA	NA	NA	0.005914116739521728	NA	NA	0.007439198855507869	0.007439198855507869
immune response to tumor cell	NA	NA	NA	0.004326923076923077	NA	NA	NA	NA	NA
immune response-regulating cell surface receptor signaling pathway involved in phagocytosis	0.013605442176870748	NA	NA	NA	NA	NA	NA	NA	NA
immune system development	0.027210884353741496	NA	NA	0.016346153846153847	0.019028027770635125	0.016808769792935444	0.01697030197154979	0.018311874105865523	0.018311874105865523
immunoglobulin mediated immune response	NA	0.017321016166281754	NA	0.013701923076923077	0.013885317562355361	0.014616321559074299	0.013476416271524832	0.01888412017167382	0.01888412017167382
immunoglobulin production	0.014965986394557823	NA	NA	NA	NA	NA	NA	0.010014306151645207	0.010014306151645207
