	GSM5952180	GSM5952181	GSM5952182	GSM5952183	GSM5952184	GSM5952185	GSM5952186	GSM5952187	GSM5952188	GSM5952189	GSM5952190	GSM5952191	
LOC105372396	0	0	0	0	0	2	2	1	1	2	0	1	4
SNORD152	0	0	0	1	1	3	1	3	1	0	1	3	0
DPF1	0	2	3	2	4	10	3	10	12	6	1	13	101
PPP1R14A	10	35	10	27	13	21	68	7	112	62	36	25	0
SPINT2	1314	832	1082	899	1049	1802	996	1448	921	1231	358	924	13
YIF1B	638	536	365	697	753	920	861	636	1044	721	228	456	40
C19orf33	17	30	4	11	10	2	10	1	34	8	29	15	0
KCNK6	287	774	230	1216	896	874	1645	1101	2076	1442	1764	1737	36
CATSPERG	27	59	94	61	76	86	118	110	69	120	20	77	31
PSMD8	1921	2738	1492	2119	2176	3312	1898	2659	1476	1870	205	1037	980
GGN	2	14	14	40	47	11	16	15	7	23	2	11	11
SPRED3	5	16	13	37	29	29	31	21	9	15	21	23	128
FAM98C	301	202	228	291	348	358	356	248	338	267	62	193	41
RASGRP4	10776	1712	4275	2493	3516	88	1228	194	561	2587	170	795	33
RYR1	7	48	13	65	100	167	134	109	80	148	19	86	256
LOC107985290	0	1	0	0	0	3	1	2	0	0	0	0	11
MAP4K1	142	1743	356	1929	1772	4111	4123	3354	2929	2199	319	1389	15
MAP4K1-AS1	14	179	40	212	187	509	439	409	438	235	31	194	1
EIF3K	1640	4455	2418	4583	4500	4980	4625	4541	5771	4190	2372	5499	573
ACTN4	10465	7128	4598	8920	5914	8540	8202	6591	4392	7301	938	2755	2008
LOC107985291	3	13	7	20	4	7	22	7	3	13	0	5	3
CAPN12	541	352	171	438	412	767	709	666	795	517	244	505	91
LGALS7	0	0	0	0	0	0	0	0	2	0	0	0	0
LGALS7B	1	0	0	0	0	0	0	0	2	0	0	0	0
LGALS4	2	20	7	19	16	37	52	58	50	38	8	27	2
ECH1	1086	1209	623	1200	1186	2618	2173	2148	1727	1742	71	391	176
HNRNPL	7103	11454	6814	11471	9265	10786	9424	7795	5169	8095	773	5120	2272
RINL	489	506	265	553	600	2122	1255	1313	865	698	123	182	43
SIRT2	1824	2076	1213	1988	2650	1244	1823	1198	1134	1695	438	1329	360
NFKBIB	755	1423	1370	1386	2124	1835	852	1506	839	859	1618	3302	49
CCER2	160	337	251	281	512	400	249	437	389	193	1319	1677	30
SARS2	30	314	104	413	240	636	336	424	369	335	48	145	45
MRPS12	68	253	50	238	255	785	250	535	496	301	41	136	29
FBXO17	0	1	0	1	0	1	2	1	0	2	0	0	207
FBXO27	0	3	1	2	5	42	8	10	7	8	1	4	17
ACP7	0	1	1	3	2	4	1	2	5	1	7	4	0
PAK4	54	295	147	323	256	571	412	459	247	318	48	171	54
NCCRP1	0	0	1	2	2	95	4	270	0	1	4	1	0
SYCN	0	0	0	0	0	1	1	0	2	0	0	0	0
IFNL3	1	0	1	0	0	0	2	0	1	0	7	4	0
IFNL4	0	0	2	0	2	0	2	0	0	1	0	1	2
IFNL2	0	0	3	2	0	0	2	0	1	0	10	2	0
IFNL1	4	6	4	6	7	5	6	8	5	4	23	26	0
LRFN1	941	191	763	362	381	277	333	179	207	265	104	195	9
GMFG	14917	3385	7471	3618	4792	2980	3843	2027	4386	3593	1628	4424	47
SAMD4B	1330	2726	2925	2294	3182	2408	2703	2697	1104	2027	3016	3113	530
PAF1	1669	1527	3191	1897	3176	1967	1664	1790	1046	1282	999	1683	815
MED29	1239	2036	1424	2417	1955	2045	1867	1960	840	1691	534	738	1160
ZFP36	49296	35763	21444	30859	53509	4464	67811	6883	14727	110517	3570	24535	104
MIR4530	0	0	2	4	11	0	5	0	4	6	9	7	0
TRI-TAT1-1	2	3	5	2	9	0	17	0	2	9	5	11	0
PLEKHG2	475	2432	896	1672	2300	1869	2128	1502	539	1467	524	1239	177
RPS16	3674	18316	10021	18387	19791	23920	23598	23692	26268	14005	8921	30471	268
SUPT5H	3042	5979	3169	6623	6125	5439	4977	4714	3934	4017	3463	5249	1109
SNORD175	2	20	5	12	23	16	14	14	3	14	0	2	0
TIMM50	111	707	191	637	718	1356	878	918	747	638	214	509	474
DLL3	0	2	0	0	2	11	1	4	10	5	1	1	96
SELENOV	1	1	0	0	1	0	0	2	0	0	5	1	0
EID2B	20	77	28	102	48	182	94	136	76	66	11	39	128
EID2	118	269	319	492	312	670	338	441	291	377	26	197	105
LOC105372399	0	0	0	0	0	0	0	1	0	0	1	0	0
LGALS13	0	0	0	0	0	0	0	0	1	0	0	0	0
LOC100129935	0	0	0	0	0	1	1	0	0	0	1	0	0
LGALS16	0	0	0	0	0	0	0	0	0	0	0	0	0
LGALS17A	2	7	4	1	4	66	8	54	9	5	2	0	1
LGALS14	0	0	0	1	0	6	0	8	4	1	2	0	0
CLC	678	780	820	340	601	293	348	197	128	282	23	99	2
LEUTX	0	0	0	0	0	0	0	1	0	0	0	0	1
DYRK1B	164	217	127	582	378	415	679	354	453	470	57	300	47
MIR6719	0	0	0	0	2	0	5	1	2	2	0	0	6
FBL	271	2861	1165	2431	2860	5237	4257	4429	5048	2461	2575	5128	149
FCGBP	13	240	20	132	312	3056	1101	2509	366	720	59	312	2543
LOC107987267	0	7	0	6	27	138	32	178	29	18	29	29	48
PSMC4	1315	1975	1315	1719	2531	3101	1582	2303	1113	1328	388	1359	1630
ZNF546	18	81	36	121	94	405	294	389	175	199	103	98	1039
ZNF780B	115	165	136	330	193	1090	669	1071	360	520	250	304	4968
ZNF780A	659	249	354	446	293	756	325	628	217	248	29	75	2415
MAP3K10	131	249	200	535	577	857	700	595	515	573	46	229	45
TTC9B	6	20	12	34	8	2	22	4	13	7	15	65	2
CCNP	3	9	11	28	40	3	4	3	9	9	21	58	0
AKT2	2411	4129	2292	4272	3147	5166	4753	4049	2230	3671	800	2267	546
LOC107985289	3	18	9	27	70	13	22	12	6	15	17	5	37
MIR641	0	2	0	1	2	4	4	0	1	2	2	0	0
C19orf47	214	570	241	583	326	814	520	644	375	405	524	365	301
PLD3	1117	2284	1438	3477	3378	2155	2901	3911	1731	3220	346	1306	319
MIR6796	0	1	0	0	0	1	0	1	0	4	0	1	1
HIPK4	2	3	3	2	13	3	6	8	2	3	11	6	3
PRX	7	43	33	102	122	189	132	181	99	97	19	78	20
SERTAD1	727	629	351	1087	4436	415	666	416	362	898	443	1031	32
SERTAD3	1450	1199	666	1655	2400	420	997	534	729	950	441	998	92
SERTAD3-AS1	35	55	42	81	150	19	48	11	39	41	124	83	10
BLVRB	459	658	390	866	1316	242	616	411	553	1091	93	333	53
SPTBN4	5	44	17	71	19	16	16	15	9	19	86	106	146
SHKBP1	17263	4982	16638	6266	6271	3608	4501	3798	3131	5926	2625	5951	52
LTBP4	39	1425	330	1679	945	1798	2152	1393	988	1017	149	776	59
NUMBL	80	219	123	265	139	300	289	171	138	246	82	183	99
COQ8B	894	232	312	364	519	857	675	606	577	563	165	352	89
ITPKC	2147	260	537	318	548	560	215	484	182	240	129	403	99
ACTMAP	329	528	279	520	465	758	612	721	296	576	53	167	63
SNRPA	1019	1658	797	2051	1594	2177	1542	1859	1480	1282	684	1341	129
MIA	1	0	1	1	12	4	2	11	10	2	0	7	2
MIA-RAB4B	562	210	278	224	428	594	513	597	489	527	86	256	14
RAB4B-EGLN2	2314	1189	1429	1392	1767	2117	1457	1771	1196	1340	456	915	86
RAB4B	568	216	287	230	433	600	521	596	484	540	87	260	13
EGLN2	1926	1036	1212	1223	1445	1680	1106	1352	884	940	428	766	81
CYP2T1P	69	32	35	55	65	20	46	30	24	48	16	33	19
CYP2A6	0	6	6	16	9	4	23	8	12	9	103	72	16
CYP2A7	1	6	7	18	6	3	14	10	8	9	55	27	26
CYP2G1P	0	0	0	1	1	2	0	3	0	3	0	1	22
LOC107985299	0	0	0	1	2	4	1	6	0	0	1	1	4
CYP2B7P	1	3	0	2	8	3	3	8	5	3	1	3	5
CYP2B6	1	1	0	1	0	2	3	1	0	4	1	1	0
CYP2A13	0	0	1	0	0	0	0	0	1	0	1	1	0
CYP2F1	3	8	4	16	9	4	18	7	13	11	30	25	11
CYP2S1	18	63	8	119	230	77	168	108	76	273	16	97	9
AXL	8	20	2	51	43	16	91	17	40	162	169	146	426
HNRNPUL1	7873	17351	9264	19166	8197	14119	11807	10569	4626	8612	1895	4313	2805
LOC105372401	724	1411	1029	1579	786	1332	1366	1350	913	1023	875	1409	227
CCDC97	1182	2214	1356	2424	1326	2269	2333	2255	1028	1937	1234	1376	172
TGFB1	13708	22833	14930	22629	13727	7774	16554	6588	8468	17481	2773	13744	33
B9D2	139	110	284	221	204	157	128	148	118	116	124	209	21
TMEM91	890	255	659	568	402	149	611	244	627	414	563	707	29
EXOSC5	39	109	39	107	129	404	228	306	194	173	30	38	36
BCKDHA	1555	1120	1127	1285	929	1181	1009	1203	703	1066	130	497	250
B3GNT8	1393	328	412	173	280	69	140	102	127	177	124	208	5
DMAC2	464	680	437	760	571	1095	766	935	509	652	69	314	198
ERICH4	1	3	3	1	7	0	0	5	3	1	103	12	1
LOC107985329	1	0	1	4	0	0	2	2	0	0	0	3	0
PCAT19	0	0	3	2	2	1	0	0	2	2	5	9	11
LINC01480	9	22	37	42	56	159	57	122	52	22	73	83	6
CEACAM21	1755	489	533	1054	514	919	1306	732	787	705	72	187	24
LOC105372404	12	44	15	15	49	3	132	17	16	75	49	81	0
CEACAM4	9878	309	2044	393	901	3	155	63	119	226	91	360	5
LOC105372405	0	0	0	0	0	0	0	0	0	0	2	0	2
CEACAM7	1	0	1	0	0	0	0	0	0	0	0	0	0
CEACAM5	67	36	49	6	16	3	1	3	0	3	1	6	0
CEACAM6	103	1566	398	20	18	1	5	101	1	8	8	20	0
LOC112268252	73	205	123	4	24	0	2	8	0	2	1	10	0
CEACAM3	1932	682	2123	204	1030	3	21	85	24	94	177	384	0
LYPD4	11	10	42	5	28	2	0	9	8	3	128	84	2
DMRTC2	1	9	40	4	11	0	0	2	1	0	67	40	2
RPS19	3718	14856	6410	15185	16682	32539	18608	24180	33256	13842	10709	25164	1381
MIR6797	2	11	7	7	10	8	5	7	10	7	2	3	3
CD79A	261	2901	176	1529	818	5341	3849	2296	3415	1524	840	1691	0
ARHGEF1	9059	12348	6345	18440	17025	15870	26800	12624	16836	18014	1666	8137	111
ERFL	16	106	45	206	134	414	279	362	204	148	43	142	0
LOC100505585	3	39	18	79	37	118	123	137	61	35	42	167	2
RABAC1	1831	748	1349	813	836	1731	897	1261	1518	882	464	864	43
ATP1A3	21	477	81	441	171	216	549	191	138	169	28	123	133
GRIK5	15	30	27	18	30	30	29	38	18	20	25	23	213
ZNF574	377	361	117	480	925	679	451	591	166	264	27	159	105
POU2F2	623	12122	1912	6972	5184	5952	11561	6099	8215	12453	3541	5680	48
POU2F2-AS1	13	56	16	62	58	59	87	52	49	74	2	15	3
MIR4323	0	0	0	0	2	0	1	0	1	0	0	0	0
DEDD2	7965	2422	2508	2631	9434	1550	1754	1631	1336	1703	507	2901	106
ZNF526	141	333	102	438	164	573	348	522	313	232	265	167	161
GSK3A	2884	2136	1447	2123	1687	2593	2337	2406	1213	2165	247	1027	145
ERF	1655	1028	1169	1585	5490	1684	1201	1245	375	989	123	520	137
CIC	4972	5369	6282	6857	5166	5847	4412	5181	1722	4161	947	1458	254
PAFAH1B3	33	98	52	99	126	400	202	245	229	165	34	113	46
PRR19	12	22	12	27	52	96	39	50	41	37	1	15	8
TMEM145	0	0	2	4	6	3	2	2	4	2	0	1	31
MEGF8	125	282	111	385	337	1011	542	709	367	335	81	143	616
MIR8077	0	0	0	0	0	0	0	0	0	0	0	0	0
CNFN	0	2	0	3	7	3	12	3	12	6	2	6	4
LOC101930071	6	18	6	19	28	39	37	34	35	23	17	26	9
LIPE-AS1	97	64	109	81	176	41	59	44	31	85	21	53	42
LIPE	15	99	35	107	81	601	253	302	173	143	17	59	40
CXCL17	2	0	6	0	1	4	1	1	2	0	6	3	25
CEACAM1	27448	622	4109	105	670	277	105	168	29	110	22	431	36
LOC105372407	13	2	16	7	7	2	3	5	0	2	1	5	0
CEACAM8	1053	2444	1360	49	26	3	48	149	2	14	26	43	5
PSG3	1	2	1	0	0	0	0	1	0	0	1	0	4
PSG8	0	0	0	0	0	0	0	0	0	0	2	0	4
PSG8-AS1	1	0	0	0	0	0	0	0	0	0	0	0	5
PSG10P	0	0	0	0	0	1	0	0	0	0	0	0	6
PSG1	0	0	0	0	0	0	0	0	0	0	0	0	17
PSG6	0	0	0	0	0	0	1	1	0	0	0	0	0
PSG7	0	0	0	0	0	0	0	0	0	0	0	0	1
PSG11	0	0	0	0	0	0	0	0	0	0	0	0	7
PSG2	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC107985349	0	0	0	0	0	1	0	2	0	0	0	0	16
PSG5	0	0	0	0	0	0	0	0	0	0	0	0	1
PSG4	2	0	0	0	0	0	0	0	0	0	0	0	7
LOC284344	0	0	0	0	0	0	0	0	0	0	0	0	1
PSG9	1	0	0	0	1	0	0	1	1	0	0	0	8
PRG1	23	0	4	0	0	0	0	0	0	0	0	2	0
CD177	196787	563	12571	105	55	5	15	44	5	4	5	2098	0
TEX101	1	0	2	2	3	7	8	7	2	2	5	1	0
LYPD3	17	73	57	127	113	127	297	107	47	204	65	226	0
PHLDB3	11	200	94	260	189	453	419	413	302	338	339	659	31
ETHE1	450	410	209	519	582	848	488	593	491	472	139	395	49
ZNF575	5	18	15	61	36	96	112	97	86	95	103	83	7
XRCC1	603	576	239	691	605	1130	974	1016	632	671	49	227	369
PINLYP	4	5	9	16	17	32	38	26	28	12	238	112	68
IRGQ	349	1458	595	1159	3964	1046	838	949	313	1234	1156	2282	1588
ZNF576	102	102	161	206	95	243	142	194	110	96	126	85	150
ZNF428	86	169	93	233	255	438	271	290	362	276	79	296	98
SRRM5	33	71	39	90	98	151	136	134	101	104	24	111	58
LOC105372411	7	16	8	16	78	50	23	19	21	24	36	40	47
CADM4	28	40	45	58	132	86	32	59	16	50	24	44	644
LOC105372410	0	0	1	1	12	0	1	0	0	2	0	2	3
PLAUR	4061	5354	9170	4706	16987	1372	5342	5032	1544	9459	6993	12061	81
LOC105372412	1	4	17	8	42	0	3	11	3	12	17	26	2
IRGC	0	3	6	7	8	5	2	7	1	0	19	8	5
SMG9	201	953	650	990	843	1341	737	1245	558	681	348	472	171
KCNN4	108	1711	272	1245	967	1665	755	1318	1251	903	548	1009	5
LYPD5	2	15	2	4	4	10	3	13	0	14	0	3	134
ZNF283	29	117	46	257	106	345	373	296	138	266	35	43	2704
ZNF404	3	1	3	3	22	80	75	69	47	66	7	7	611
LOC100505715	3	5	2	9	12	44	49	50	51	30	27	11	433
ZNF45	185	457	361	753	311	660	517	463	191	360	7	73	1063
ZNF221	5	10	23	21	12	37	26	29	3	25	11	7	1609
ZNF155	133	180	349	298	129	318	214	265	120	170	89	175	788
ZNF230-DT	52	44	126	93	43	98	74	98	23	48	9	38	115
ZNF230	769	162	714	210	271	240	150	242	46	129	11	59	537
ZNF222-DT	0	0	0	0	1	0	0	0	0	0	0	0	8
ZNF222	381	100	596	141	326	135	91	111	34	71	26	98	366
ZNF223	6	48	9	66	69	148	121	175	52	98	5	19	776
ZNF284	26	80	50	60	55	223	186	196	55	107	12	18	682
ZNF224	329	682	319	856	521	905	1209	1046	517	865	174	239	999
ZNF225-AS1	151	261	140	337	228	339	434	346	153	317	18	46	619
ZNF225	48	125	49	108	45	249	175	222	62	116	14	37	883
ZNF234	26	116	63	261	75	306	274	338	133	189	29	36	1193
ZNF226	100	295	176	402	177	705	562	750	315	338	153	221	3485
ZNF227	174	582	130	685	354	704	573	589	272	404	37	114	1640
ZNF233	3	17	5	33	20	51	63	83	84	55	40	65	206
ZNF235	38	128	54	183	109	262	248	222	95	169	6	23	363
ZNF112	1	2	0	8	5	18	12	10	2	4	0	0	1410
ZNF285	3	15	0	14	14	63	36	69	25	23	6	7	676
ZNF229	2	12	0	2	6	63	56	55	9	18	1	2	2930
ZNF180	131	277	143	363	251	569	443	444	184	267	25	72	933
CEACAM20	0	1	1	0	0	1	1	1	0	1	0	2	4
CEACAM22P	2	3	1	1	1	2	0	7	1	0	6	0	7
IGSF23	0	0	7	3	2	3	0	9	1	0	2	8	0
CEACAM16-AS1	0	7	13	6	13	15	3	26	3	2	18	24	5
PVR	296	517	828	432	529	359	261	706	225	371	335	285	337
MIR4531	0	0	0	0	0	0	0	0	0	0	0	0	1
CEACAM19	18	8	67	40	72	19	59	58	35	37	16	61	0
LOC107985306	3	12	99	54	22	3	4	20	2	4	88	48	0
CEACAM16	0	3	3	0	0	4	0	4	0	0	1	1	0
BCL3	7522	6800	6169	4170	9409	4010	2470	3792	1143	3380	1479	8363	61
MIR8085	12	65	5	26	87	23	43	32	11	51	3	34	0
CBLC	0	0	1	0	0	0	0	1	0	0	1	2	6
BCAM	1	3	4	5	10	3	0	0	0	0	1	4	31
NECTIN2	774	582	1933	418	2022	286	140	1230	122	341	98	440	120
TOMM40	134	716	222	628	541	2167	830	1093	702	636	47	250	268
APOE	2	16	16	19	21	16	8	16	13	6	18	46	2255
APOC1	3	5	3	3	3	17	3	21	2	4	2	9	162
APOC1P1	0	1	1	1	4	1	2	4	2	1	5	8	4
APOC4	0	0	0	1	0	0	1	1	0	1	1	2	0
APOC4-APOC2	0	1	1	2	0	4	1	8	1	1	1	3	55
APOC2	0	1	1	1	0	2	0	7	1	1	0	0	55
CLPTM1	2544	3062	1920	3061	2139	2987	2437	3146	1338	2071	225	1103	666
RELB	1445	3018	3590	2408	3783	6016	872	5394	797	1314	1509	4569	34
CLASRP	2177	2247	1476	2554	2975	1926	2605	1936	2001	2295	172	1015	44
ZNF296	199	125	41	303	500	159	198	106	187	254	31	106	0
GEMIN7	150	173	64	306	186	392	310	285	463	323	58	142	32
GEMIN7-AS1	47	64	22	92	47	124	85	89	93	87	7	31	19
PPP1R37	121	374	123	429	435	756	623	594	509	439	77	269	91
NKPD1	1	17	8	38	11	21	24	19	22	22	13	62	7
LOC105372420	0	1	2	1	1	2	5	3	6	2	4	4	0
TRAPPC6A	89	311	130	263	317	696	568	647	632	373	108	275	17
BLOC1S3	399	325	252	326	423	684	504	804	234	442	140	287	59
EXOC3L2	5	7	6	7	7	3	21	7	9	9	12	19	1
MARK4	1056	756	834	1603	1019	909	1185	765	395	990	97	391	189
CKM	4	4	0	5	18	6	3	2	1	1	3	3	1
KLC3	4	3	4	19	25	27	16	17	19	13	4	19	6
ERCC2	51	210	94	222	284	562	471	334	412	339	86	145	118
PPP1R13L	6	43	34	212	52	196	120	122	60	91	140	145	27
POLR1G	37	229	63	281	199	501	400	400	263	299	172	270	237
ERCC1	228	996	332	1169	1120	1644	1542	1413	905	1345	777	1133	595
MIR6088	0	0	0	0	0	0	0	0	0	0	2	0	0
FOSB	771	7953	2114	6465	21263	398	19104	990	2501	28483	9748	24384	26
RTN2	109	115	181	98	157	68	119	70	102	118	105	159	30
PPM1N	312	111	77	74	111	109	249	136	402	217	698	530	5
LOC107985314	11	18	53	21	16	6	19	20	3	17	13	41	0
VASP	36410	14129	24199	10426	18151	6237	6569	4977	4639	10915	2696	10143	193
LOC107985315	9	32	24	21	94	9	19	8	10	13	14	34	0
OPA3	408	657	455	801	1178	1119	629	1131	433	646	514	596	432
GPR4	8	4	3	0	51	4	0	3	1	0	2	17	7
EML2	687	616	303	723	709	1799	975	1294	660	865	95	316	112
MIR330	0	1	0	3	3	3	2	2	0	1	0	0	0
EML2-AS1	13	31	14	32	120	116	77	74	49	44	41	55	3
GIPR	5	304	54	458	161	364	367	242	196	110	223	242	7
MIR642A	0	2	0	4	0	2	1	1	0	2	2	2	0
MIR642B	0	1	0	2	0	1	1	0	0	2	0	2	0
SNRPD2	454	1920	675	1606	1852	3349	2288	2575	3213	1435	1205	2551	370
QPCTL	23	208	101	302	262	339	246	360	320	196	207	186	87
FBXO46	453	574	352	779	473	1210	808	814	491	629	140	407	92
MEIOSIN	1	0	2	0	0	0	0	1	0	0	0	0	1
SIX5	0	11	5	13	15	55	38	30	64	16	17	37	10
DM1-AS	3	32	9	66	37	53	97	46	68	42	8	43	10
DMPK	28	364	87	674	354	565	993	567	645	450	156	570	138
DMWD	77	530	159	895	461	720	981	602	714	537	461	692	245
RSPH6A	0	3	1	2	6	2	2	0	10	4	5	2	0
SYMPK	762	1820	1027	2545	1926	2866	2853	2388	1900	2458	761	1280	306
FOXA3	1	0	0	0	0	3	0	0	1	0	0	0	1
IRF2BP1	104	315	159	801	424	1086	559	791	584	479	39	167	61
MYPOP	146	191	140	333	272	452	445	455	218	347	21	90	26
NANOS2	0	0	0	0	0	0	0	1	4	0	0	0	0
NOVA2	0	0	0	1	4	4	0	0	0	0	6	3	262
CCDC61	48	94	16	98	132	353	298	277	411	276	40	95	39
MIR769	1	0	0	1	1	0	0	0	0	0	0	1	0
PGLYRP1	3065	715	1679	82	203	4	35	38	8	17	76	184	5
LOC105372421	8	6	8	9	6	6	16	8	15	10	46	13	43
IGFL4	0	2	0	3	1	2	2	4	0	2	2	0	78
IGFL2	1	1	2	1	1	5	3	4	2	4	12	2	23
IGFL3	0	0	0	0	0	1	0	0	0	1	0	0	9
LOC105376901	0	0	1	0	0	1	0	0	0	0	0	0	1
LOC105372424	0	1	1	1	1	3	1	2	0	2	9	1	21
IGFL2-AS1	0	1	0	0	0	0	0	0	0	1	0	0	1
LOC93429	0	0	0	0	0	1	0	0	1	0	2	0	0
IGFL1	0	0	0	0	0	0	1	0	0	0	0	0	0
HIF3A	0	2	2	1	3	5	3	9	2	3	27	12	88
PPP5C	127	478	260	791	544	1950	1304	1031	694	967	26	267	526
LOC105372426	8	25	20	53	38	189	103	89	127	76	11	70	46
CCDC8	0	0	0	0	0	0	0	2	0	0	1	0	62
PNMA8A	0	4	0	1	0	0	1	3	1	4	5	1	867
PPP5D1P	7	6	9	10	16	19	13	13	8	13	1	8	46
PNMA8B	0	23	3	20	5	23	2	11	11	49	0	0	59
CALM3	6909	8725	5273	6253	5788	8876	11191	6734	5233	7261	1601	3652	1657
PTGIR	866	2287	872	1979	1475	2293	2435	2580	1388	1837	480	1425	144
GNG8	2	52	31	44	31	279	131	186	95	54	97	86	3
DACT3	2	50	32	103	88	46	14	25	3	17	64	94	58
DACT3-AS1	4	8	7	9	26	8	6	14	9	9	10	15	5
PRKD2	1677	2324	2752	2636	3759	3715	3646	2678	2651	3050	549	1764	91
MIR320E	5	23	16	22	51	33	42	52	90	39	430	220	0
LOC107987269	113	230	200	297	300	210	306	170	73	227	6	19	11
STRN4	2514	3813	2299	3872	3332	2467	2651	2550	1321	2758	501	1914	485
FKRP	173	374	165	425	385	620	505	486	267	406	46	233	63
SLC1A5	670	1595	605	1461	1025	3523	846	3241	697	1541	28	308	100
LOC107985273	0	1	1	2	9	1	4	4	2	6	1	6	0
SNAR-E	0	0	0	0	4	1	1	3	0	1	0	2	0
AP2S1	961	1064	944	1196	1401	1273	1171	1075	2319	1662	853	1139	83
ARHGAP35	502	1519	762	2651	830	2386	2715	1823	814	1651	74	195	4805
NPAS1	0	9	2	13	7	12	7	6	11	1	15	48	0
TMEM160	16	39	105	243	256	586	64	77	542	239	47	54	0
ZC3H4	825	1459	722	1507	1250	4241	2543	2918	1172	1837	447	750	288
SAE1	456	1149	586	1238	874	3284	1834	1967	1553	1397	162	702	1151
BBC3	158	499	295	1059	777	682	433	874	297	446	208	806	27
MIR3190	2	3	2	11	21	2	7	2	1	9	3	18	0
MIR3191	2	3	2	11	20	2	7	2	1	8	3	17	0
CCDC9	948	882	1317	1072	1677	1012	986	1013	677	1125	1131	1958	86
INAFM1	129	86	174	171	253	162	164	126	259	214	367	295	6
LOC105372427	2	7	4	5	11	4	12	9	11	10	27	18	5
C5AR1	31591	17857	32329	18391	11355	418	6011	3779	1711	16757	1065	9041	69
C5AR2	1470	1414	1439	1733	860	51	427	290	263	1062	708	871	24
DHX34	1260	1269	2262	1109	2069	928	1095	1171	671	1294	1896	2079	161
MEIS3	2	5	4	9	9	5	2	15	4	4	5	1	214
SLC8A2	0	2	16	3	0	2	0	2	0	4	18	7	2
KPTN	130	109	244	118	301	141	154	152	200	242	236	250	10
NAPA-AS1	205	231	428	173	281	158	119	145	105	199	109	92	53
NAPA	4858	4622	9764	3431	5607	2973	2730	3267	1954	4736	1432	3667	326
ZNF541	1	9	6	17	23	74	38	59	23	10	1	25	4
BICRA	484	713	708	1137	748	1250	1636	893	615	1259	129	507	17
EHD2	2	12	9	15	9	25	33	31	12	22	12	25	308
NOP53	1306	11378	5786	15651	13589	26995	15735	20776	17639	11971	3228	14740	285
SNORD23	2	15	5	20	67	24	23	21	42	22	4	26	1
NOP53-AS1	6	69	51	113	129	253	104	140	258	101	85	189	1
SELENOW	765	933	439	871	1001	927	1382	1092	1750	1053	322	1083	202
TPRX1	0	0	0	0	0	0	0	2	0	0	0	0	3
CRX	1	0	0	1	1	4	3	5	5	3	5	3	0
LINC01595	0	0	1	0	0	0	0	3	0	0	1	1	0
SULT2A1	0	0	0	0	0	1	1	3	1	0	1	3	0
SNAR-A12	0	0	0	0	0	0	0	1	0	0	0	0	0
SNAR-C5	0	0	0	0	0	0	0	2	0	0	0	0	0
SNAR-A1	0	0	0	0	0	0	0	1	0	0	1	0	0
SNAR-A3	0	0	0	0	0	0	0	1	0	0	0	1	0
SNAR-C2	0	0	0	0	0	0	0	0	0	0	0	0	0
SNAR-A2	0	0	0	0	0	0	0	1	0	0	3	0	0
SNAR-C4	0	0	0	0	0	0	0	0	0	0	0	0	0
SNAR-A13	0	0	0	0	0	0	0	1	0	0	0	0	0
SNAR-C3	0	0	0	0	0	1	0	0	0	0	0	0	0
SNAR-C1	0	0	0	0	0	0	0	0	0	0	0	0	0
BSPH1	0	1	0	0	0	0	0	1	0	0	0	0	0
ELSPBP1	0	0	0	0	0	0	0	0	0	0	0	2	0
CABP5	6	119	32	125	37	16	208	33	148	219	138	87	7
PLA2G4C	11	93	17	16	157	105	72	242	23	151	44	44	175
PLA2G4C-AS1	1	8	2	2	12	15	14	40	5	17	5	8	14
LIG1	118	770	166	961	545	2202	1636	1189	968	965	75	229	578
LOC107985293	0	0	0	3	1	4	6	9	6	5	1	8	15
ZSWIM9	34	71	51	175	80	420	221	341	261	175	68	117	11
CARD8	5948	2148	2378	3116	4503	4577	5539	4230	2654	4512	341	907	1629
CARD8-AS1	2049	514	1799	1380	785	747	486	633	266	635	80	160	136
ZNF114-AS1	4	3	4	1	4	2	7	1	0	2	1	1	3
ZNF114	29	3	7	5	5	7	4	11	5	3	3	14	56
ODAD1	8	21	32	48	42	34	98	31	57	37	6	26	13
EMP3	3651	9064	4337	6877	7979	3098	5770	3345	6035	7820	3582	8329	144
TMEM143	50	108	56	157	107	373	363	482	180	189	17	51	12
SYNGR4	0	0	2	0	2	0	5	6	1	0	2	2	0
KDELR1	1528	1917	1236	2154	1983	2434	2293	3515	2017	2175	309	1432	485
LOC107984140	1	37	15	86	57	32	55	32	19	44	23	7	3
GRIN2D	6	17	11	35	36	41	31	38	23	40	20	15	25
GRWD1	67	704	127	572	442	1474	690	952	680	493	160	415	171
KCNJ14	2	33	19	61	79	104	68	135	75	52	120	172	20
CYTH2	415	1149	643	1508	1383	2025	1692	1702	1082	1251	263	943	284
LMTK3	51	134	52	277	131	384	374	259	207	232	12	82	48
SULT2B1	2	3	0	12	4	18	3	16	11	12	7	1	0
FAM83E	2	7	1	5	32	10	9	2	6	5	2	9	16
SPACA4	0	1	0	2	12	1	0	1	1	1	0	0	2
RPL18	3147	17291	6920	17315	19288	28344	23791	24341	30249	14904	11264	30553	797
SPHK2	191	311	171	490	386	898	491	637	235	405	39	151	56
DBP	114	202	58	385	267	495	598	352	461	379	52	182	48
