Description	GSE139871_GPL10558_MTB_control_blood_monocyte	GSE16250_GPL570_MTB_control_blood_pmbc	GSE34151_GPL10558_MTB_control_blood_dcs	GSE63548_GPL10558_LNTB_control_lymphnode_lymphnode	GSE83456_GPL10558_EPTB_control_blood	GSE83456_GPL10558_PTB_control_blood	up_aggregated_microarray_0.8	up_aggregated_microarray_DE	up_aggregated_microarray
regulation of intrinsic apoptotic signaling pathway in response to osmotic stress	NA	NA	0.0014833127317676143	NA	NA	NA	NA	NA	NA
regulation of isomerase activity	NA	NA	NA	NA	0.0012889366272824919	0.0012889366272824919	NA	NA	NA
regulation of JNK cascade	NA	0.011972930765226444	0.01334981458590853	0.012312892322549493	0.013319011815252416	0.013319011815252416	NA	0.014450867052023121	NA
regulation of JUN kinase activity	NA	NA	0.005686032138442522	NA	0.00472610096670247	0.00472610096670247	NA	NA	NA
regulation of keratinocyte differentiation	NA	0.004945340968245705	NA	0.004104297440849831	NA	NA	NA	NA	NA
regulation of keratinocyte migration	NA	NA	0.0022249690976514215	NA	NA	NA	NA	NA	NA
regulation of keratinocyte proliferation	NA	0.004685059864653826	NA	NA	NA	NA	NA	NA	NA
regulation of ketone biosynthetic process	NA	0.0026028110359187923	NA	NA	NA	NA	NA	NA	NA
regulation of kidney development	NA	NA	0.004202719406674907	NA	NA	NA	NA	NA	NA
regulation of lamellipodium assembly	NA	NA	NA	NA	0.004511278195488722	0.004511278195488722	NA	NA	NA
regulation of lamellipodium organization	NA	NA	NA	NA	0.005800214822771214	0.005800214822771214	NA	NA	NA
regulation of leukocyte adhesion to vascular endothelial cell	0.004857906242409522	0.004164497657470068	0.003708281829419036	0.0043457267020762915	0.003866809881847476	0.003866809881847476	NA	NA	NA
regulation of leukocyte apoptotic process	NA	0.008849557522123894	0.009147095179233622	0.008932882665379043	NA	NA	NA	NA	NA
regulation of leukocyte chemotaxis	0.011416079669662375	0.012233211868818324	NA	NA	NA	NA	NA	NA	NA
regulation of leukocyte degranulation	NA	NA	NA	NA	0.004940923737916219	0.004940923737916219	NA	0.006936416184971098	NA
regulation of leukocyte mediated cytotoxicity	0.009958707796939519	0.00989068193649141	NA	NA	0.010741138560687433	0.010741138560687433	NA	NA	NA
regulation of leukocyte tethering or rolling	0.002428953121204761	NA	0.002472187886279357	0.002655721873491067	NA	NA	NA	NA	NA
regulation of lipase activity	0.004129220306048093	NA	NA	NA	NA	NA	NA	NA	NA
regulation of lipid biosynthetic process	0.015788195287830945	0.018219677251431546	NA	0.01545147271849348	0.01611170784103115	0.01611170784103115	0.041025641025641026	NA	0.0625
regulation of lipid catabolic process	0.006072382803011902	0.0075481520041644976	NA	NA	NA	NA	NA	NA	NA
regulation of lipid kinase activity	NA	0.0015616866215512754	NA	NA	NA	NA	NA	NA	NA
regulation of lipid localization	0.017731357784794753	0.015877147319104633	0.01508034610630408	0.0147271849348141	0.015682062298603652	0.015682062298603652	NA	0.017341040462427744	NA
regulation of lipid storage	0.005343696866650474	NA	NA	NA	NA	NA	NA	NA	NA
regulation of lipid transport	0.015059509351469517	0.012493492972410203	0.01211372064276885	0.012071463061323033	0.013319011815252416	0.013319011815252416	NA	NA	NA
regulation of lipoprotein lipase activity	NA	0.0018219677251431546	NA	NA	NA	NA	NA	NA	NA
regulation of lipoprotein metabolic process	NA	NA	NA	NA	0.0021482277121374865	0.0021482277121374865	NA	NA	NA
regulation of long-chain fatty acid import across plasma membrane	NA	NA	NA	NA	NA	NA	NA	0.0023121387283236996	NA
regulation of long-term neuronal synaptic plasticity	NA	0.003643935450286309	NA	NA	0.00322234156820623	0.00322234156820623	NA	NA	NA
regulation of long-term synaptic potentiation	NA	0.004945340968245705	NA	0.005070014485755674	NA	NA	NA	NA	NA
regulation of lyase activity	0.005829487490891426	NA	NA	NA	0.006229860365198711	0.006229860365198711	NA	NA	NA
regulation of lymphocyte anergy	NA	NA	NA	NA	0.0012889366272824919	0.0012889366272824919	NA	NA	NA
regulation of lymphocyte apoptotic process	NA	NA	NA	NA	NA	NA	0.02564102564102564	NA	NA
regulation of lymphocyte chemotaxis	0.002914743745445713	NA	NA	NA	0.0027926960257787323	0.0027926960257787323	NA	NA	NA
regulation of lymphocyte mediated immunity	0.018945834345397133	0.018479958355023425	0.016563658838071694	0.016900048285852245	0.01890440386680988	0.01890440386680988	NA	0.019653179190751446	NA
regulation of lymphocyte migration	0.007043964051493806	NA	NA	NA	0.006874328678839957	0.006874328678839957	NA	NA	NA
regulation of macroautophagy	0.0162739859120719	NA	0.015822002472187888	NA	0.015682062298603652	0.015682062298603652	0.06666666666666667	NA	0.0625
regulation of macrophage activation	NA	0.005726184279021343	NA	0.005552873008208595	NA	NA	NA	0.011560693641618497	NA
regulation of macrophage chemotaxis	NA	0.00338365434669443	NA	NA	NA	NA	NA	NA	NA
regulation of macrophage derived foam cell differentiation	NA	0.0039042165538781884	0.004697156983930779	NA	0.0034371643394199786	0.0034371643394199786	NA	NA	NA
regulation of macrophage differentiation	NA	0.003643935450286309	NA	NA	NA	NA	NA	NA	NA
regulation of macrophage migration	NA	0.004685059864653826	NA	NA	NA	NA	NA	NA	NA
regulation of male germ cell proliferation	NA	NA	0.0012360939431396785	NA	NA	NA	NA	NA	NA
regulation of MAP kinase activity	0.010687393733300948	0.012233211868818324	0.015822002472187888	0.01158860453887011	0.012244897959183673	0.012244897959183673	NA	NA	NA
regulation of mast cell activation	NA	NA	NA	NA	NA	NA	NA	0.006936416184971098	NA
regulation of mast cell proliferation	NA	NA	NA	NA	0.0012889366272824919	0.0012889366272824919	NA	NA	NA
regulation of matrix metallopeptidase secretion	NA	NA	NA	NA	NA	NA	NA	0.0023121387283236996	NA
regulation of membrane repolarization	NA	NA	0.003955500618046972	0.0043457267020762915	NA	NA	NA	NA	NA
regulation of mesenchymal cell apoptotic process	0.0021860578090842847	0.002082248828735034	0.002472187886279357	0.0021728633510381457	NA	NA	NA	0.003468208092485549	NA
regulation of mesenchymal cell proliferation	0.0043721156181685695	NA	0.003955500618046972	0.004828585224529213	0.003651987110633727	0.003651987110633727	NA	0.006358381502890174	NA
regulation of mesenchymal stem cell differentiation	NA	NA	0.00173053152039555	NA	NA	NA	NA	NA	NA
regulation of mesenchymal stem cell proliferation	NA	NA	0.0014833127317676143	NA	NA	NA	NA	NA	NA
regulation of metanephros development	NA	NA	0.0012360939431396785	0.0012071463061323032	NA	NA	NA	NA	NA
regulation of metaphase/anaphase transition of cell cycle	NA	NA	NA	NA	NA	NA	NA	0.010982658959537572	NA
regulation of MHC class II biosynthetic process	NA	NA	NA	NA	NA	NA	NA	0.004046242774566474	NA
regulation of microglial cell activation	NA	NA	NA	NA	NA	NA	NA	0.004624277456647399	NA
regulation of miRNA metabolic process	0.009715812484819043	0.010931806350858927	0.008405438813349814	0.009174311926605505	0.008592910848549946	0.008592910848549946	0.046153846153846156	NA	NA
regulation of miRNA transcription	0.009230021860578091	0.010671525247267048	0.007911001236093944	0.008932882665379043	0.0079484425349087	0.0079484425349087	0.046153846153846156	NA	NA
regulation of mitochondrial membrane potential	NA	NA	NA	NA	NA	NA	0.02564102564102564	NA	NA
regulation of mitochondrion organization	NA	NA	0.010135970333745364	NA	NA	NA	0.046153846153846156	NA	NA
regulation of mitotic metaphase/anaphase transition	NA	NA	NA	NA	NA	NA	NA	0.010982658959537572	0.041666666666666664
regulation of mitotic nuclear division	NA	NA	NA	NA	0.010096670247046188	0.010096670247046188	0.03076923076923077	0.01676300578034682	NA
regulation of monoatomic anion transport	NA	0.0026028110359187923	NA	NA	NA	NA	NA	NA	NA
regulation of monoatomic ion transmembrane transporter activity	0.014573718727228565	NA	NA	0.014244326412361178	0.013963480128893663	0.013963480128893663	NA	NA	NA
regulation of monocyte differentiation	NA	NA	NA	NA	NA	NA	NA	0.004046242774566474	NA
regulation of mononuclear cell migration	0.012873451542385232	0.012493492972410203	0.01211372064276885	NA	0.012674543501611171	0.012674543501611171	NA	NA	NA
regulation of monooxygenase activity	NA	0.004424778761061947	0.003708281829419036	0.004104297440849831	0.004296455424274973	0.004296455424274973	0.02564102564102564	0.006358381502890174	NA
regulation of morphogenesis of a branching structure	NA	NA	NA	NA	NA	NA	NA	0.008670520231213872	NA
regulation of morphogenesis of an epithelium	NA	0.00676730869338886	NA	NA	0.006015037593984963	0.006015037593984963	NA	0.009826589595375723	NA
regulation of mRNA processing	NA	NA	NA	NA	0.012244897959183673	0.012244897959183673	NA	NA	NA
regulation of mRNA splicing, via spliceosome	NA	NA	NA	NA	0.010096670247046188	0.010096670247046188	NA	NA	NA
regulation of multicellular organism growth	NA	NA	0.007169344870210136	NA	0.006015037593984963	0.006015037593984963	NA	NA	NA
regulation of muscle adaptation	0.008258440612096187	0.007287870900572618	0.008405438813349814	0.009174311926605505	0.0079484425349087	0.0079484425349087	NA	NA	NA
regulation of muscle cell apoptotic process	NA	0.007287870900572618	0.008899876390605686	NA	0.007303974221267454	0.007303974221267454	NA	NA	NA
regulation of muscle cell differentiation	0.012630556230264756	0.012753774076002082	0.0138442521631644	0.011830033800096573	0.012244897959183673	0.012244897959183673	NA	0.014450867052023121	NA
regulation of muscle contraction	0.016516881224192374	0.01691827173347215	0.015822002472187888	0.0147271849348141	0.013963480128893663	0.013963480128893663	NA	NA	NA
regulation of muscle hypertrophy	0.007043964051493806	NA	0.0069221260815822	0.007242877836793819	0.005585392051557465	0.005585392051557465	NA	0.007514450867052023	NA
regulation of muscle organ development	NA	0.0052056220718375845	NA	NA	0.00472610096670247	0.00472610096670247	NA	NA	NA
regulation of muscle tissue development	NA	0.0052056220718375845	0.004449938195302843	NA	0.00472610096670247	0.00472610096670247	NA	NA	NA
regulation of myelination	0.00558659217877095	NA	0.004944375772558714	0.004828585224529213	0.00472610096670247	0.00472610096670247	NA	0.007514450867052023	NA
regulation of myeloid leukocyte differentiation	0.011901870293903327	0.013794898490369599	NA	NA	0.01117078410311493	0.01117078410311493	NA	0.013872832369942197	NA
regulation of myeloid leukocyte mediated immunity	NA	NA	NA	NA	NA	NA	NA	0.008670520231213872	NA
regulation of myoblast differentiation	NA	0.00676730869338886	0.006674907292954265	NA	0.006874328678839957	0.006874328678839957	NA	NA	NA
regulation of myoblast fusion	0.002671848433325237	NA	NA	NA	NA	NA	NA	NA	NA
regulation of myofibroblast differentiation	NA	NA	NA	NA	NA	NA	0.010256410256410256	NA	NA
regulation of natural killer cell mediated cytotoxicity	0.005343696866650474	NA	NA	NA	0.005800214822771214	0.005800214822771214	NA	NA	NA
regulation of natural killer cell mediated immunity	0.005343696866650474	NA	NA	NA	0.005800214822771214	0.005800214822771214	NA	NA	NA
regulation of ncRNA transcription	NA	NA	NA	NA	NA	NA	0.046153846153846156	NA	NA
regulation of nervous system process	NA	NA	0.01211372064276885	0.010864316755190728	NA	NA	NA	NA	NA
regulation of neural precursor cell proliferation	0.009230021860578091	0.01015096304008329	0.009641532756489494	0.010381458232737808	NA	NA	NA	0.012716763005780347	NA
regulation of neuroblast proliferation	NA	0.005465903175429464	NA	0.005794302269435055	NA	NA	NA	NA	NA
regulation of neuroinflammatory response	NA	0.0039042165538781884	0.004202719406674907	NA	NA	NA	NA	0.007514450867052023	NA
regulation of neuron differentiation	0.01603109059995142	0.01978136387298282	0.017058096415327566	0.017382906808305166	0.016970998925886143	0.016970998925886143	NA	0.02023121387283237	NA
regulation of neuron projection regeneration	NA	0.0039042165538781884	NA	0.0036214389183969096	0.0034371643394199786	0.0034371643394199786	NA	NA	NA
regulation of neuronal synaptic plasticity	NA	0.007027589796980739	NA	NA	0.006229860365198711	0.006229860365198711	NA	NA	NA
regulation of neurotransmitter receptor localization to postsynaptic specialization membrane	NA	0.0026028110359187923	NA	0.0024142926122646064	NA	NA	NA	NA	NA
regulation of neurotransmitter transport	0.009230021860578091	NA	NA	0.009415741187831965	0.008592910848549946	0.008592910848549946	NA	NA	NA
regulation of neurotransmitter uptake	NA	NA	NA	0.002655721873491067	0.0025778732545649837	0.0025778732545649837	NA	NA	NA
regulation of neurotrophin TRK receptor signaling pathway	NA	NA	0.00173053152039555	NA	NA	NA	NA	NA	NA
regulation of neutrophil activation	NA	NA	NA	NA	0.0012889366272824919	0.0012889366272824919	NA	0.003468208092485549	NA
regulation of neutrophil migration	0.005100801554529998	NA	NA	NA	NA	NA	NA	NA	NA
regulation of nitric oxide biosynthetic process	0.005829487490891426	NA	0.006180469715698393	NA	0.00644468313641246	0.00644468313641246	NA	0.007514450867052023	NA
regulation of nitric oxide mediated signal transduction	NA	0.0018219677251431546	NA	NA	NA	NA	NA	NA	NA
regulation of nitric oxide metabolic process	0.005829487490891426	NA	0.006180469715698393	NA	0.00644468313641246	0.00644468313641246	NA	0.007514450867052023	NA
regulation of nitric-oxide synthase activity	NA	NA	NA	NA	NA	NA	0.02564102564102564	0.004624277456647399	NA
regulation of nitric-oxide synthase biosynthetic process	NA	NA	0.002719406674907293	0.002655721873491067	0.002363050483351235	0.002363050483351235	NA	NA	NA
regulation of norepinephrine secretion	NA	NA	NA	NA	0.001933404940923738	0.001933404940923738	NA	NA	NA
regulation of nuclear division	NA	NA	NA	NA	0.012459720730397422	0.012459720730397422	NA	0.018497109826589597	NA
regulation of nuclease activity	NA	0.0031233732431025507	NA	NA	0.002363050483351235	0.002363050483351235	NA	NA	NA
regulation of nucleocytoplasmic transport	0.010687393733300948	0.012233211868818324	0.011124845488257108	0.010864316755190728	NA	NA	NA	NA	NA
regulation of nucleotide catabolic process	NA	NA	NA	NA	0.005585392051557465	0.005585392051557465	NA	NA	NA
regulation of nucleotide-excision repair	NA	0.00338365434669443	NA	NA	0.00322234156820623	0.00322234156820623	NA	NA	NA
regulation of odontoblast differentiation	NA	NA	NA	NA	0.0017185821697099893	0.0017185821697099893	NA	NA	NA
regulation of odontogenesis	NA	NA	0.002472187886279357	NA	NA	NA	NA	NA	NA
regulation of organ growth	0.009715812484819043	0.008589276418532014	0.0103831891223733	0.010381458232737808	0.00945220193340494	0.00945220193340494	NA	0.015028901734104046	NA
regulation of organelle transport along microtubule	NA	NA	0.00173053152039555	NA	NA	NA	NA	NA	NA
regulation of organic acid transport	0.008501335924216662	0.009109838625715773	0.007169344870210136	NA	NA	NA	NA	0.009826589595375723	NA
regulation of ossification	0.01238766091814428	0.012493492972410203	0.010877626699629172	NA	NA	NA	NA	NA	NA
regulation of osteoblast differentiation	0.012144765606023804	0.013014055179593961	0.01334981458590853	0.014485755673587638	0.01117078410311493	0.01117078410311493	NA	0.015028901734104046	NA
regulation of osteoblast proliferation	0.0036434296818071412	NA	NA	NA	NA	NA	NA	NA	NA
regulation of osteoclast differentiation	NA	0.0075481520041644976	NA	NA	0.006659505907626208	0.006659505907626208	NA	NA	NA
regulation of ovarian follicle development	NA	NA	NA	NA	0.0010741138560687433	0.0010741138560687433	NA	NA	NA
regulation of oxidative stress-induced intrinsic apoptotic signaling pathway	NA	NA	NA	0.0043457267020762915	NA	NA	0.03076923076923077	0.006358381502890174	NA
regulation of oxidoreductase activity	0.005829487490891426	NA	0.005933250927070457	0.005794302269435055	0.006659505907626208	0.006659505907626208	0.03076923076923077	NA	NA
regulation of p38MAPK cascade	NA	0.004945340968245705	NA	NA	0.004296455424274973	0.004296455424274973	NA	0.006936416184971098	NA
regulation of penile erection	0.0012144765606023804	NA	NA	NA	0.0010741138560687433	0.0010741138560687433	NA	NA	NA
regulation of peptide hormone secretion	NA	0.019521082769390942	0.017552533992583438	0.016658619024625784	0.018474758324382383	0.018474758324382383	0.05128205128205128	NA	0.0625
regulation of peptide secretion	NA	NA	NA	NA	NA	NA	0.05128205128205128	NA	NA
regulation of peptide transport	NA	NA	NA	NA	NA	NA	0.05128205128205128	NA	NA
regulation of peptidyl-serine phosphorylation	NA	NA	0.007169344870210136	0.006760019314340898	0.007303974221267454	0.007303974221267454	NA	NA	NA
regulation of peptidyl-tyrosine phosphorylation	0.013845032790867136	0.015096304008328995	0.01508034610630408	0.014002897151134718	0.015037593984962405	0.015037593984962405	NA	NA	NA
regulation of pH	0.009472917172698566	NA	NA	NA	NA	NA	NA	NA	NA
regulation of phagocytosis	NA	NA	0.0103831891223733	0.010381458232737808	0.010741138560687433	0.010741138560687433	NA	0.015028901734104046	NA
regulation of phospholipase activity	0.002671848433325237	NA	NA	NA	NA	NA	NA	NA	NA
regulation of phospholipid biosynthetic process	NA	NA	NA	NA	0.0021482277121374865	0.0021482277121374865	NA	NA	NA
regulation of phosphoprotein phosphatase activity	NA	NA	NA	NA	NA	NA	NA	0.006936416184971098	NA
regulation of plasma cell differentiation	NA	NA	NA	NA	NA	NA	NA	0.0023121387283236996	NA
regulation of plasma lipoprotein particle levels	NA	0.008068714211348256	0.007416563658838072	0.007242877836793819	0.007089151450053705	0.007089151450053705	NA	NA	NA
regulation of plasma membrane bounded cell projection assembly	NA	NA	NA	NA	0.0158968850698174	0.0158968850698174	NA	NA	NA
regulation of plasminogen activation	0.003157639057566189	0.0031233732431025507	0.0034610630407911	0.002655721873491067	0.002363050483351235	0.002363050483351235	NA	NA	NA
regulation of platelet activation	NA	0.00676730869338886	0.005438813349814586	0.006760019314340898	0.006229860365198711	0.006229860365198711	NA	NA	NA
regulation of platelet aggregation	NA	0.003643935450286309	NA	NA	NA	NA	NA	NA	NA
regulation of platelet-derived growth factor receptor signaling pathway	NA	0.0028630921395106715	NA	NA	NA	NA	NA	NA	NA
regulation of podosome assembly	0.0019431624969638087	0.002082248828735034	NA	NA	NA	NA	NA	NA	NA
regulation of polysaccharide biosynthetic process	NA	0.004164497657470068	NA	0.004104297440849831	NA	NA	NA	0.008092485549132947	NA
regulation of polysaccharide metabolic process	NA	0.004945340968245705	0.004944375772558714	0.005070014485755674	NA	NA	NA	0.008092485549132947	NA
regulation of positive chemotaxis	0.003157639057566189	0.003643935450286309	0.0032138442521631645	0.003380009657170449	NA	NA	NA	NA	NA
regulation of postsynapse organization	NA	NA	0.012608158220024722	NA	NA	NA	0.035897435897435895	NA	NA
regulation of postsynaptic cytosolic calcium ion concentration	NA	NA	NA	0.0016900048285852245	NA	NA	NA	NA	NA
regulation of postsynaptic membrane neurotransmitter receptor levels	NA	NA	NA	NA	0.009881847475832439	0.009881847475832439	NA	NA	NA
regulation of postsynaptic membrane potential	0.01238766091814428	0.014836022904737116	0.014091470951792336	0.012554321583775953	0.012674543501611171	0.012674543501611171	NA	NA	NA
regulation of postsynaptic neurotransmitter receptor internalization	NA	NA	NA	0.0031385803959439883	NA	NA	NA	NA	NA
regulation of potassium ion transmembrane transport	0.007772649987855235	NA	0.007416563658838072	NA	0.006874328678839957	0.006874328678839957	NA	NA	NA
regulation of potassium ion transport	0.009230021860578091	NA	0.008405438813349814	NA	0.008807733619763695	0.008807733619763695	NA	NA	NA
regulation of presynaptic cytosolic calcium ion concentration	NA	NA	NA	NA	NA	NA	NA	0.003468208092485549	NA
regulation of presynaptic membrane potential	NA	0.0039042165538781884	0.004697156983930779	NA	NA	NA	NA	NA	NA
regulation of production of molecular mediator of immune response	0.017245567160553803	0.02056220718375846	0.017058096415327566	0.017624336069531628	0.016756176154672394	0.016756176154672394	NA	0.024277456647398842	NA
regulation of programmed necrotic cell death	NA	NA	NA	NA	NA	NA	0.02564102564102564	NA	NA
regulation of prostaglandin secretion	NA	0.002342529932326913	NA	NA	NA	NA	NA	NA	NA
regulation of prostatic bud formation	NA	NA	NA	0.0012071463061323032	NA	NA	NA	NA	NA
regulation of proteasomal protein catabolic process	NA	NA	NA	NA	NA	NA	0.05641025641025641	NA	0.07291666666666667
regulation of proteasomal ubiquitin-dependent protein catabolic process	NA	NA	NA	NA	NA	NA	0.05128205128205128	NA	0.0625
regulation of protein acetylation	NA	NA	NA	NA	NA	NA	NA	NA	0.03125
regulation of protein binding	0.010687393733300948	0.00989068193649141	0.011866501854140914	NA	NA	NA	NA	NA	NA
regulation of protein deacetylation	NA	NA	NA	0.003380009657170449	NA	NA	NA	NA	NA
regulation of protein dephosphorylation	NA	NA	NA	NA	NA	NA	NA	0.009248554913294798	NA
regulation of protein export from nucleus	NA	0.004685059864653826	NA	NA	NA	NA	NA	NA	NA
regulation of protein import into nucleus	0.006315278115132378	0.00676730869338886	0.006180469715698393	0.006518590053114438	NA	NA	NA	NA	NA
regulation of protein K48-linked ubiquitination	NA	NA	NA	0.0012071463061323032	NA	NA	NA	NA	NA
regulation of protein localization to cell periphery	NA	0.01353461738677772	0.013102595797280594	0.014244326412361178	0.012459720730397422	0.012459720730397422	NA	NA	NA
regulation of protein localization to cell surface	NA	NA	0.004697156983930779	0.0045871559633027525	NA	NA	NA	NA	NA
regulation of protein localization to membrane	0.01603109059995142	0.01639770952628839	0.017058096415327566	0.016658619024625784	0.0163265306122449	0.0163265306122449	NA	NA	NA
regulation of protein localization to nucleus	0.015059509351469517	0.014055179593961478	0.012608158220024722	0.013520038628681796	NA	NA	NA	NA	NA
regulation of protein localization to plasma membrane	NA	NA	0.009888751545117428	0.010622887493964268	NA	NA	NA	NA	NA
regulation of protein localization to synapse	NA	0.004164497657470068	NA	0.00386286817962337	NA	NA	NA	NA	NA
regulation of protein maturation	NA	0.008068714211348256	0.006674907292954265	0.007242877836793819	0.006659505907626208	0.006659505907626208	NA	NA	NA
regulation of protein processing	NA	0.007287870900572618	0.006180469715698393	0.006760019314340898	NA	NA	NA	NA	NA
regulation of protein targeting	NA	NA	NA	NA	0.007089151450053705	0.007089151450053705	NA	NA	NA
regulation of purine nucleotide catabolic process	NA	NA	NA	NA	0.005585392051557465	0.005585392051557465	NA	NA	NA
regulation of Ras protein signal transduction	NA	0.0052056220718375845	NA	NA	NA	NA	NA	NA	NA
regulation of reactive oxygen species metabolic process	NA	0.012493492972410203	0.014338689740420272	0.014485755673587638	0.014822771213748658	0.014822771213748658	0.05128205128205128	0.015028901734104046	0.0625
regulation of receptor internalization	NA	NA	0.0069221260815822	NA	NA	NA	NA	NA	NA
regulation of receptor localization to synapse	NA	0.00338365434669443	NA	0.003380009657170449	NA	NA	NA	NA	NA
regulation of receptor signaling pathway via JAK-STAT	0.0072868593636142825	0.007287870900572618	0.008158220024721878	0.00748430709802028	NA	NA	NA	NA	NA
regulation of receptor signaling pathway via STAT	0.007772649987855235	NA	0.00865265760197775	0.008208594881699663	NA	NA	NA	NA	NA
regulation of receptor-mediated endocytosis	0.012630556230264756	0.011192087454450807	0.01161928306551298	0.01110574601641719	0.011600429645542427	0.011600429645542427	NA	NA	NA
regulation of regulated secretory pathway	0.0111731843575419	0.011972930765226444	0.011372064276885044	NA	0.011600429645542427	0.011600429645542427	NA	0.016184971098265895	NA
regulation of regulatory T cell differentiation	0.004129220306048093	0.004164497657470068	0.004449938195302843	0.00386286817962337	0.003866809881847476	0.003866809881847476	NA	0.005780346820809248	NA
regulation of release of cytochrome c from mitochondria	NA	NA	NA	NA	NA	NA	0.02564102564102564	NA	0.03125
regulation of release of sequestered calcium ion into cytosol	0.0075297546757347586	0.008328995314940135	NA	0.00772573635924674	0.0079484425349087	0.0079484425349087	NA	0.009826589595375723	NA
regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum	NA	NA	NA	NA	NA	NA	NA	0.005202312138728324	NA
regulation of removal of superoxide radicals	NA	NA	0.0012360939431396785	0.0014485755673587638	NA	NA	NA	NA	NA
regulation of renal system process	NA	NA	NA	0.0028971511347175277	NA	NA	NA	NA	NA
regulation of reproductive process	0.015788195287830945	0.015616866215512754	0.015822002472187888	NA	NA	NA	NA	NA	NA
regulation of respiratory burst	NA	NA	0.002719406674907293	NA	NA	NA	NA	NA	NA
regulation of response to cytokine stimulus	NA	0.014315460697553357	0.014833127317676144	NA	NA	NA	NA	NA	NA
regulation of response to endoplasmic reticulum stress	NA	NA	NA	NA	NA	NA	0.02564102564102564	NA	NA
regulation of response to nutrient levels	0.004129220306048093	NA	NA	NA	NA	NA	NA	NA	NA
regulation of response to tumor cell	NA	0.003643935450286309	NA	NA	0.0034371643394199786	0.0034371643394199786	NA	NA	NA
regulation of response to wounding	0.015059509351469517	0.019000520562207183	0.017058096415327566	0.017624336069531628	0.016756176154672394	0.016756176154672394	NA	0.017341040462427744	NA
regulation of Rho protein signal transduction	NA	NA	0.008158220024721878	NA	NA	NA	NA	NA	NA
regulation of RNA splicing	NA	NA	0.015327564894932014	0.01496861419604056	0.015467239527389903	0.015467239527389903	NA	NA	NA
regulation of Schwann cell proliferation	0.0017002671848433326	NA	NA	NA	NA	NA	NA	NA	NA
regulation of sequestering of calcium ion	0.011658974981782852	0.014315460697553357	NA	0.014244326412361178	0.01288936627282492	0.01288936627282492	NA	NA	NA
regulation of signal transduction by p53 class mediator	0.009715812484819043	NA	NA	NA	NA	NA	NA	NA	NA
regulation of skeletal muscle fiber development	NA	0.0018219677251431546	NA	NA	NA	NA	NA	NA	NA
regulation of skeletal muscle tissue development	NA	0.00338365434669443	NA	NA	NA	NA	NA	NA	NA
regulation of SMAD protein signal transduction	0.007043964051493806	NA	NA	0.007001448575567359	NA	NA	NA	NA	NA
regulation of smooth muscle cell apoptotic process	NA	NA	0.003955500618046972	NA	NA	NA	NA	NA	NA
regulation of smooth muscle cell migration	0.007043964051493806	0.00676730869338886	0.007663782447466007	0.00772573635924674	0.008378088077336197	0.008378088077336197	NA	NA	NA
regulation of smooth muscle cell proliferation	0.013845032790867136	0.014575741801145237	0.015327564894932014	0.01496861419604056	0.014607948442534909	0.014607948442534909	0.035897435897435895	0.017341040462427744	0.052083333333333336
regulation of smooth muscle contraction	0.00558659217877095	NA	0.006427688504326329	0.005552873008208595	NA	NA	NA	NA	NA
regulation of sodium ion transport	NA	NA	0.0069221260815822	0.00772573635924674	0.006874328678839957	0.006874328678839957	NA	NA	NA
regulation of stem cell proliferation	0.009230021860578091	0.008849557522123894	0.008158220024721878	0.008208594881699663	0.008378088077336197	0.008378088077336197	NA	0.014450867052023121	NA
regulation of steroid biosynthetic process	0.00801554529997571	0.009630400832899531	0.007416563658838072	0.008208594881699663	0.008378088077336197	0.008378088077336197	0.02564102564102564	NA	NA
regulation of steroid hormone biosynthetic process	NA	0.0026028110359187923	NA	NA	NA	NA	NA	NA	NA
regulation of steroid hormone secretion	0.002914743745445713	NA	NA	NA	NA	NA	NA	NA	NA
regulation of steroid metabolic process	0.009958707796939519	0.011192087454450807	0.009641532756489494	0.010381458232737808	0.009881847475832439	0.009881847475832439	NA	NA	NA
regulation of sterol biosynthetic process	NA	0.0031233732431025507	NA	NA	NA	NA	NA	NA	NA
regulation of sterol transport	0.006315278115132378	NA	NA	NA	0.006229860365198711	0.006229860365198711	NA	NA	NA
regulation of stress fiber assembly	0.010687393733300948	NA	0.008899876390605686	NA	0.008378088077336197	0.008378088077336197	NA	NA	NA
regulation of stress granule assembly	NA	0.002082248828735034	NA	NA	NA	NA	NA	NA	NA
regulation of stress-activated MAPK cascade	NA	NA	NA	NA	0.004081632653061225	0.004081632653061225	NA	0.021965317919075144	NA
regulation of stress-activated protein kinase signaling cascade	NA	NA	NA	NA	0.004296455424274973	0.004296455424274973	NA	0.02254335260115607	NA
regulation of striated muscle cell apoptotic process	NA	NA	0.004697156983930779	NA	NA	NA	NA	NA	NA
regulation of striated muscle cell differentiation	0.007772649987855235	0.007808433107756377	0.00865265760197775	0.00772573635924674	NA	NA	NA	NA	NA
regulation of striated muscle contraction	0.01044449842118047	0.01015096304008329	NA	NA	0.008807733619763695	0.008807733619763695	NA	NA	NA
regulation of striated muscle tissue development	NA	0.0052056220718375845	NA	NA	0.004511278195488722	0.004511278195488722	NA	NA	NA
regulation of substrate adhesion-dependent cell spreading	0.006315278115132378	NA	0.007663782447466007	NA	0.006015037593984963	0.006015037593984963	NA	NA	NA
regulation of superoxide anion generation	NA	NA	NA	NA	0.003651987110633727	0.003651987110633727	NA	NA	NA
