title	organism_ch1	series_id	geo_accession	CLASSIFICATION_STANDARDIZED	SAMPLE_TYPE	source_name_ch1	CELL_SOURCE_CLEAN	cell type:ch1	CL:CODE	tissue:ch1	TISSUE_SOURCE_CLEAN	UBERON:CODE	CONTEXT	time point:ch1	time:ch1	characteristics_ch1	characteristics_ch1.1	characteristics_ch1.2	characteristics_ch1.3	molecule_ch1	platform_id	library_source	library_strategy
Active TB_baseline_ATBX_5580100_SV0	Homo sapiens	GSE193777	GSM5820836	Disease without treatment	blood_sample	Whole blood	Blood Cell		CL:0000081	Whole Blood	Blood	UBERON:0000178				tissue: Whole Blood	distinct stages of tb: Active TB_baseline	age in years: 27	gender: Female	total RNA	GPL20301	transcriptomic	RNA-Seq
Active TB_baseline_ATBX_5580200_SV0	Homo sapiens	GSE193777	GSM5820837	Disease without treatment	blood_sample	Whole blood	Blood Cell		CL:0000081	Whole Blood	Blood	UBERON:0000178				tissue: Whole Blood	distinct stages of tb: Active TB_baseline	age in years: 47	gender: Female	total RNA	GPL20301	transcriptomic	RNA-Seq
Active TB_baseline_ATBX_6540100_SV0	Homo sapiens	GSE193777	GSM5820838	Disease without treatment	blood_sample	Whole blood	Blood Cell		CL:0000081	Whole Blood	Blood	UBERON:0000178				tissue: Whole Blood	distinct stages of tb: Active TB_baseline	age in years: 42	gender: Male	total RNA	GPL20301	transcriptomic	RNA-Seq
HH controls_baseline_HC_1380101_SV0	Homo sapiens	GSE193777	GSM5820933	Healthy Control without treatment	blood_sample	Whole blood	Blood Cell		CL:0000081	Whole Blood	Blood	UBERON:0000178				tissue: Whole Blood	distinct stages of tb: HH controls_baseline	age in years: 28	gender: Female	total RNA	GPL20301	transcriptomic	RNA-Seq
HH controls_baseline_HC_2040106_SV0	Homo sapiens	GSE193777	GSM5820934	Healthy Control without treatment	blood_sample	Whole blood	Blood Cell		CL:0000081	Whole Blood	Blood	UBERON:0000178				tissue: Whole Blood	distinct stages of tb: HH controls_baseline	age in years: 6	gender: Female	total RNA	GPL20301	transcriptomic	RNA-Seq
HH controls_baseline_HC_20403_SV0	Homo sapiens	GSE193777	GSM5820935	Healthy Control without treatment	blood_sample	Whole blood	Blood Cell		CL:0000081	Whole Blood	Blood	UBERON:0000178				tissue: Whole Blood	distinct stages of tb: HH controls_baseline	age in years: 15.7	gender: Male	total RNA	GPL20301	transcriptomic	RNA-Seq
HH controls_baseline_HC_2240103_SV0	Homo sapiens	GSE193777	GSM5820936	Healthy Control without treatment	blood_sample	Whole blood	Blood Cell		CL:0000081	Whole Blood	Blood	UBERON:0000178				tissue: Whole Blood	distinct stages of tb: HH controls_baseline	age in years: 7	gender: Male	total RNA	GPL20301	transcriptomic	RNA-Seq
HH controls_baseline_HC_2360102_SV0	Homo sapiens	GSE193777	GSM5820937	Healthy Control without treatment	blood_sample	Whole blood	Blood Cell		CL:0000081	Whole Blood	Blood	UBERON:0000178				tissue: Whole Blood	distinct stages of tb: HH controls_baseline	age in years: 25	gender: Female	total RNA	GPL20301	transcriptomic	RNA-Seq
HH controls_baseline_HC_3550101_SV0	Homo sapiens	GSE193777	GSM5820938	Healthy Control without treatment	blood_sample	Whole blood	Blood Cell		CL:0000081	Whole Blood	Blood	UBERON:0000178				tissue: Whole Blood	distinct stages of tb: HH controls_baseline	age in years: 50	gender: Male	total RNA	GPL20301	transcriptomic	RNA-Seq
HH controls_baseline_HC_4070102_SV0	Homo sapiens	GSE193777	GSM5820939	Healthy Control without treatment	blood_sample	Whole blood	Blood Cell		CL:0000081	Whole Blood	Blood	UBERON:0000178				tissue: Whole Blood	distinct stages of tb: HH controls_baseline	age in years: 12	gender: Female	total RNA	GPL20301	transcriptomic	RNA-Seq
HH controls_baseline_HC_4460104_SV0	Homo sapiens	GSE193777	GSM5820940	Healthy Control without treatment	blood_sample	Whole blood	Blood Cell		CL:0000081	Whole Blood	Blood	UBERON:0000178				tissue: Whole Blood	distinct stages of tb: HH controls_baseline	age in years: 16	gender: Female	total RNA	GPL20301	transcriptomic	RNA-Seq
HH controls_baseline_HC_4460105_SV0	Homo sapiens	GSE193777	GSM5820941	Healthy Control without treatment	blood_sample	Whole blood	Blood Cell		CL:0000081	Whole Blood	Blood	UBERON:0000178				tissue: Whole Blood	distinct stages of tb: HH controls_baseline	age in years: 25	gender: Female	total RNA	GPL20301	transcriptomic	RNA-Seq
HH controls_baseline_HC_4710106_SV0	Homo sapiens	GSE193777	GSM5820942	Healthy Control without treatment	blood_sample	Whole blood	Blood Cell		CL:0000081	Whole Blood	Blood	UBERON:0000178				tissue: Whole Blood	distinct stages of tb: HH controls_baseline	age in years: 33	gender: Female	total RNA	GPL20301	transcriptomic	RNA-Seq
HH controls_baseline_HC_5090201_SV0	Homo sapiens	GSE193777	GSM5820943	Healthy Control without treatment	blood_sample	Whole blood	Blood Cell		CL:0000081	Whole Blood	Blood	UBERON:0000178				tissue: Whole Blood	distinct stages of tb: HH controls_baseline	age in years: 8	gender: Male	total RNA	GPL20301	transcriptomic	RNA-Seq
HH controls_baseline_HC_5290103_SV0	Homo sapiens	GSE193777	GSM5820944	Healthy Control without treatment	blood_sample	Whole blood	Blood Cell		CL:0000081	Whole Blood	Blood	UBERON:0000178				tissue: Whole Blood	distinct stages of tb: HH controls_baseline	age in years: 15	gender: Female	total RNA	GPL20301	transcriptomic	RNA-Seq
HH controls_baseline_HC_5480201_SV0	Homo sapiens	GSE193777	GSM5820945	Healthy Control without treatment	blood_sample	Whole blood	Blood Cell		CL:0000081	Whole Blood	Blood	UBERON:0000178				tissue: Whole Blood	distinct stages of tb: HH controls_baseline	age in years: 32	gender: Female	total RNA	GPL20301	transcriptomic	RNA-Seq
HH controls_baseline_HC_6770101_SV0	Homo sapiens	GSE193777	GSM5820946	Healthy Control without treatment	blood_sample	Whole blood	Blood Cell		CL:0000081	Whole Blood	Blood	UBERON:0000178				tissue: Whole Blood	distinct stages of tb: HH controls_baseline	age in years: 21	gender: Female	total RNA	GPL20301	transcriptomic	RNA-Seq
HH controls_baseline_HC_7150102_SV0	Homo sapiens	GSE193777	GSM5820947	Healthy Control without treatment	blood_sample	Whole blood	Blood Cell		CL:0000081	Whole Blood	Blood	UBERON:0000178				tissue: Whole Blood	distinct stages of tb: HH controls_baseline	age in years: 40	gender: Female	total RNA	GPL20301	transcriptomic	RNA-Seq
HH controls_baseline_HC_3510202_SV0	Homo sapiens	GSE193777	GSM5820948	Healthy Control without treatment	blood_sample	Whole blood	Blood Cell		CL:0000081	Whole Blood	Blood	UBERON:0000178				tissue: Whole Blood	distinct stages of tb: HH controls_baseline	age in years: 20	gender: Female	total RNA	GPL20301	transcriptomic	RNA-Seq
HH controls_baseline_HC_3700201_SV0	Homo sapiens	GSE193777	GSM5820949	Healthy Control without treatment	blood_sample	Whole blood	Blood Cell		CL:0000081	Whole Blood	Blood	UBERON:0000178				tissue: Whole Blood	distinct stages of tb: HH controls_baseline	age in years: 35	gender: Female	total RNA	GPL20301	transcriptomic	RNA-Seq
HH controls_baseline_HC_4020108_SV0	Homo sapiens	GSE193777	GSM5820950	Healthy Control without treatment	blood_sample	Whole blood	Blood Cell		CL:0000081	Whole Blood	Blood	UBERON:0000178				tissue: Whole Blood	distinct stages of tb: HH controls_baseline	age in years: 27	gender: Female	total RNA	GPL20301	transcriptomic	RNA-Seq
HH controls_baseline_HC_7600201_SV0	Homo sapiens	GSE193777	GSM5820951	Healthy Control without treatment	blood_sample	Whole blood	Blood Cell		CL:0000081	Whole Blood	Blood	UBERON:0000178				tissue: Whole Blood	distinct stages of tb: HH controls_baseline	age in years: 32	gender: Female	total RNA	GPL20301	transcriptomic	RNA-Seq
HH controls_baseline_HC_5480402_SV0	Homo sapiens	GSE193777	GSM5820952	Healthy Control without treatment	blood_sample	Whole blood	Blood Cell		CL:0000081	Whole Blood	Blood	UBERON:0000178				tissue: Whole Blood	distinct stages of tb: HH controls_baseline	age in years: 16	gender: Male	total RNA	GPL20301	transcriptomic	RNA-Seq
HH controls_baseline_HC_5480403_SV0	Homo sapiens	GSE193777	GSM5820953	Healthy Control without treatment	blood_sample	Whole blood	Blood Cell		CL:0000081	Whole Blood	Blood	UBERON:0000178				tissue: Whole Blood	distinct stages of tb: HH controls_baseline	age in years: 10	gender: Female	total RNA	GPL20301	transcriptomic	RNA-Seq
HH controls_baseline_HC_5490102_SV0	Homo sapiens	GSE193777	GSM5820954	Healthy Control without treatment	blood_sample	Whole blood	Blood Cell		CL:0000081	Whole Blood	Blood	UBERON:0000178				tissue: Whole Blood	distinct stages of tb: HH controls_baseline	age in years: 45	gender: Female	total RNA	GPL20301	transcriptomic	RNA-Seq
HH controls_baseline_HC_1790102_SV0	Homo sapiens	GSE193777	GSM5820955	Healthy Control without treatment	blood_sample	Whole blood	Blood Cell		CL:0000081	Whole Blood	Blood	UBERON:0000178				tissue: Whole Blood	distinct stages of tb: HH controls_baseline	age in years: 50	gender: Female	total RNA	GPL20301	transcriptomic	RNA-Seq
HH controls_baseline_HC_2040104_SV0	Homo sapiens	GSE193777	GSM5820956	Healthy Control without treatment	blood_sample	Whole blood	Blood Cell		CL:0000081	Whole Blood	Blood	UBERON:0000178				tissue: Whole Blood	distinct stages of tb: HH controls_baseline	age in years: 32	gender: Female	total RNA	GPL20301	transcriptomic	RNA-Seq
HH controls_baseline_HC_20402_SV0	Homo sapiens	GSE193777	GSM5820957	Healthy Control without treatment	blood_sample	Whole blood	Blood Cell		CL:0000081	Whole Blood	Blood	UBERON:0000178				tissue: Whole Blood	distinct stages of tb: HH controls_baseline	age in years: 18	gender: Female	total RNA	GPL20301	transcriptomic	RNA-Seq
HH controls_baseline_HC_2360104_SV0	Homo sapiens	GSE193777	GSM5820958	Healthy Control without treatment	blood_sample	Whole blood	Blood Cell		CL:0000081	Whole Blood	Blood	UBERON:0000178				tissue: Whole Blood	distinct stages of tb: HH controls_baseline	age in years: 4.9	gender: Male	total RNA	GPL20301	transcriptomic	RNA-Seq
HH controls_baseline_HC_3510301_SV0	Homo sapiens	GSE193777	GSM5820959	Healthy Control without treatment	blood_sample	Whole blood	Blood Cell		CL:0000081	Whole Blood	Blood	UBERON:0000178				tissue: Whole Blood	distinct stages of tb: HH controls_baseline	age in years: 45	gender: Female	total RNA	GPL20301	transcriptomic	RNA-Seq
HH controls_baseline_HC_3690102_SV0	Homo sapiens	GSE193777	GSM5820960	Healthy Control without treatment	blood_sample	Whole blood	Blood Cell		CL:0000081	Whole Blood	Blood	UBERON:0000178				tissue: Whole Blood	distinct stages of tb: HH controls_baseline	age in years: 22	gender: Male	total RNA	GPL20301	transcriptomic	RNA-Seq
HH controls_baseline_HC_4440202_SV0	Homo sapiens	GSE193777	GSM5820961	Healthy Control without treatment	blood_sample	Whole blood	Blood Cell		CL:0000081	Whole Blood	Blood	UBERON:0000178				tissue: Whole Blood	distinct stages of tb: HH controls_baseline	age in years: 50	gender: Female	total RNA	GPL20301	transcriptomic	RNA-Seq
HH controls_baseline_HC_4440204_SV0	Homo sapiens	GSE193777	GSM5820962	Healthy Control without treatment	blood_sample	Whole blood	Blood Cell		CL:0000081	Whole Blood	Blood	UBERON:0000178				tissue: Whole Blood	distinct stages of tb: HH controls_baseline	age in years: 21	gender: Female	total RNA	GPL20301	transcriptomic	RNA-Seq
HH controls_baseline_HC_5290101_SV0	Homo sapiens	GSE193777	GSM5820963	Healthy Control without treatment	blood_sample	Whole blood	Blood Cell		CL:0000081	Whole Blood	Blood	UBERON:0000178				tissue: Whole Blood	distinct stages of tb: HH controls_baseline	age in years: 38	gender: Female	total RNA	GPL20301	transcriptomic	RNA-Seq
HH controls_baseline_HC_6010102_SV0	Homo sapiens	GSE193777	GSM5820964	Healthy Control without treatment	blood_sample	Whole blood	Blood Cell		CL:0000081	Whole Blood	Blood	UBERON:0000178				tissue: Whole Blood	distinct stages of tb: HH controls_baseline	age in years: 23	gender: Male	total RNA	GPL20301	transcriptomic	RNA-Seq
HH controls_baseline_HC_6010110_SV0	Homo sapiens	GSE193777	GSM5820965	Healthy Control without treatment	blood_sample	Whole blood	Blood Cell		CL:0000081	Whole Blood	Blood	UBERON:0000178				tissue: Whole Blood	distinct stages of tb: HH controls_baseline	age in years: 6	gender: Female	total RNA	GPL20301	transcriptomic	RNA-Seq
HH controls_baseline_HC_6540101_SV0	Homo sapiens	GSE193777	GSM5820966	Healthy Control without treatment	blood_sample	Whole blood	Blood Cell		CL:0000081	Whole Blood	Blood	UBERON:0000178				tissue: Whole Blood	distinct stages of tb: HH controls_baseline	age in years: 57	gender: Female	total RNA	GPL20301	transcriptomic	RNA-Seq
HH controls_baseline_HC_6540103_SV0	Homo sapiens	GSE193777	GSM5820967	Healthy Control without treatment	blood_sample	Whole blood	Blood Cell		CL:0000081	Whole Blood	Blood	UBERON:0000178				tissue: Whole Blood	distinct stages of tb: HH controls_baseline	age in years: 8	gender: Male	total RNA	GPL20301	transcriptomic	RNA-Seq
HH controls_baseline_HC_7150103_SV0	Homo sapiens	GSE193777	GSM5820968	Healthy Control without treatment	blood_sample	Whole blood	Blood Cell		CL:0000081	Whole Blood	Blood	UBERON:0000178				tissue: Whole Blood	distinct stages of tb: HH controls_baseline	age in years: 48	gender: Female	total RNA	GPL20301	transcriptomic	RNA-Seq
HH controls_baseline_HC_4020109_SV0	Homo sapiens	GSE193777	GSM5820969	Healthy Control without treatment	blood_sample	Whole blood	Blood Cell		CL:0000081	Whole Blood	Blood	UBERON:0000178				tissue: Whole Blood	distinct stages of tb: HH controls_baseline	age in years: 11	gender: Male	total RNA	GPL20301	transcriptomic	RNA-Seq
HH controls_baseline_HC_4710107_SV0	Homo sapiens	GSE193777	GSM5820970	Healthy Control without treatment	blood_sample	Whole blood	Blood Cell		CL:0000081	Whole Blood	Blood	UBERON:0000178				tissue: Whole Blood	distinct stages of tb: HH controls_baseline	age in years: 16	gender: Female	total RNA	GPL20301	transcriptomic	RNA-Seq
HH controls_baseline_HC_8060101_SV0	Homo sapiens	GSE193777	GSM5820971	Healthy Control without treatment	blood_sample	Whole blood	Blood Cell		CL:0000081	Whole Blood	Blood	UBERON:0000178				tissue: Whole Blood	distinct stages of tb: HH controls_baseline	age in years: 34	gender: Male	total RNA	GPL20301	transcriptomic	RNA-Seq
LS_109_HAM_2h +Mtb	Homo sapiens	GSE223863	GSM6998084	Disease without treatment	primary_sample	Bronchoalveolar lavage fluid	BALF	Alveolar macrophage	BALF	Bronchoalveolar lavage fluid	BALF	BALF	2hr		2h post infection	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Mtb infected	time: 2h post infection	total RNA	GPL21290	transcriptomic	RNA-Seq
LS_111_HAM_24h +Mtb	Homo sapiens	GSE223863	GSM6998085	Disease without treatment	primary_sample	Bronchoalveolar lavage fluid	BALF	Alveolar macrophage	BALF	Bronchoalveolar lavage fluid	BALF	BALF	24hr		24h post infection	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Mtb infected	time: 24h post infection	total RNA	GPL21290	transcriptomic	RNA-Seq
LS_112_HAM_24h -Mtb	Homo sapiens	GSE223863	GSM6998086	Healthy Control without treatment	primary_sample	Bronchoalveolar lavage fluid	BALF	Alveolar macrophage	BALF	Bronchoalveolar lavage fluid	BALF	BALF	24hr		24h post culture	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Uninfected	time: 24h post culture	total RNA	GPL21290	transcriptomic	RNA-Seq
LS_113_HAM_72h +Mtb	Homo sapiens	GSE223863	GSM6998087	Disease without treatment	primary_sample	Bronchoalveolar lavage fluid	BALF	Alveolar macrophage	BALF	Bronchoalveolar lavage fluid	BALF	BALF	72hr		72h post infection	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Mtb infected	time: 72h post infection	total RNA	GPL21290	transcriptomic	RNA-Seq
LS_114_HAM_72h -Mtb	Homo sapiens	GSE223863	GSM6998088	Healthy Control without treatment	primary_sample	Bronchoalveolar lavage fluid	BALF	Alveolar macrophage	BALF	Bronchoalveolar lavage fluid	BALF	BALF	72hr		72h post culture	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Uninfected	time: 72h post culture	total RNA	GPL21290	transcriptomic	RNA-Seq
LS_121_HAM_2h +Mtb	Homo sapiens	GSE223863	GSM6998089	Disease without treatment	primary_sample	Bronchoalveolar lavage fluid	BALF	Alveolar macrophage	BALF	Bronchoalveolar lavage fluid	BALF	BALF	2hr		2h post infection	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Mtb infected	time: 2h post infection	total RNA	GPL21290	transcriptomic	RNA-Seq
LS_122_HAM_2h -Mtb	Homo sapiens	GSE223863	GSM6998090	Healthy Control without treatment	primary_sample	Bronchoalveolar lavage fluid	BALF	Alveolar macrophage	BALF	Bronchoalveolar lavage fluid	BALF	BALF	2hr		2h post culture	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Uninfected	time: 2h post culture	total RNA	GPL21290	transcriptomic	RNA-Seq
LS_123_HAM_24h +Mtb	Homo sapiens	GSE223863	GSM6998091	Disease without treatment	primary_sample	Bronchoalveolar lavage fluid	BALF	Alveolar macrophage	BALF	Bronchoalveolar lavage fluid	BALF	BALF	24hr		24h post infection	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Mtb infected	time: 24h post infection	total RNA	GPL21290	transcriptomic	RNA-Seq
LS_124_HAM_24h -Mtb	Homo sapiens	GSE223863	GSM6998092	Healthy Control without treatment	primary_sample	Bronchoalveolar lavage fluid	BALF	Alveolar macrophage	BALF	Bronchoalveolar lavage fluid	BALF	BALF	24hr		24h post culture	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Uninfected	time: 24h post culture	total RNA	GPL21290	transcriptomic	RNA-Seq
LS_125_HAM_72h +Mtb	Homo sapiens	GSE223863	GSM6998093	Disease without treatment	primary_sample	Bronchoalveolar lavage fluid	BALF	Alveolar macrophage	BALF	Bronchoalveolar lavage fluid	BALF	BALF	72hr		72h post infection	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Mtb infected	time: 72h post infection	total RNA	GPL21290	transcriptomic	RNA-Seq
LS_126_HAM_72h -Mtb	Homo sapiens	GSE223863	GSM6998094	Healthy Control without treatment	primary_sample	Bronchoalveolar lavage fluid	BALF	Alveolar macrophage	BALF	Bronchoalveolar lavage fluid	BALF	BALF	72hr		72h post culture	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Uninfected	time: 72h post culture	total RNA	GPL21290	transcriptomic	RNA-Seq
LS_141_HAM_2h +Mtb	Homo sapiens	GSE223863	GSM6998095	Disease without treatment	primary_sample	Bronchoalveolar lavage fluid	BALF	Alveolar macrophage	BALF	Bronchoalveolar lavage fluid	BALF	BALF	2hr		2h post infection	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Mtb infected	time: 2h post infection	total RNA	GPL21290	transcriptomic	RNA-Seq
LS_142_HAM_2h -Mtb	Homo sapiens	GSE223863	GSM6998096	Healthy Control without treatment	primary_sample	Bronchoalveolar lavage fluid	BALF	Alveolar macrophage	BALF	Bronchoalveolar lavage fluid	BALF	BALF	2hr		2h post culture	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Uninfected	time: 2h post culture	total RNA	GPL21290	transcriptomic	RNA-Seq
LS_143_HAM_24h +Mtb	Homo sapiens	GSE223863	GSM6998097	Disease without treatment	primary_sample	Bronchoalveolar lavage fluid	BALF	Alveolar macrophage	BALF	Bronchoalveolar lavage fluid	BALF	BALF	24hr		24h post infection	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Mtb infected	time: 24h post infection	total RNA	GPL21290	transcriptomic	RNA-Seq
LS_144_HAM_24h -Mtb	Homo sapiens	GSE223863	GSM6998098	Healthy Control without treatment	primary_sample	Bronchoalveolar lavage fluid	BALF	Alveolar macrophage	BALF	Bronchoalveolar lavage fluid	BALF	BALF	24hr		24h post culture	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Uninfected	time: 24h post culture	total RNA	GPL21290	transcriptomic	RNA-Seq
LS_145_HAM_72h +Mtb	Homo sapiens	GSE223863	GSM6998099	Disease without treatment	primary_sample	Bronchoalveolar lavage fluid	BALF	Alveolar macrophage	BALF	Bronchoalveolar lavage fluid	BALF	BALF	72hr		72h post infection	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Mtb infected	time: 72h post infection	total RNA	GPL21290	transcriptomic	RNA-Seq
LS_146_HAM_72h -Mtb	Homo sapiens	GSE223863	GSM6998100	Healthy Control without treatment	primary_sample	Bronchoalveolar lavage fluid	BALF	Alveolar macrophage	BALF	Bronchoalveolar lavage fluid	BALF	BALF	72hr		72h post culture	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Uninfected	time: 72h post culture	total RNA	GPL21290	transcriptomic	RNA-Seq
LS_149_HAM_2h +Mtb	Homo sapiens	GSE223863	GSM6998101	Disease without treatment	primary_sample	Bronchoalveolar lavage fluid	BALF	Alveolar macrophage	BALF	Bronchoalveolar lavage fluid	BALF	BALF	2hr		2h post infection	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Mtb infected	time: 2h post infection	total RNA	GPL21290	transcriptomic	RNA-Seq
LS_151_HAM_24h +Mtb	Homo sapiens	GSE223863	GSM6998102	Disease without treatment	primary_sample	Bronchoalveolar lavage fluid	BALF	Alveolar macrophage	BALF	Bronchoalveolar lavage fluid	BALF	BALF	24hr		24h post infection	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Mtb infected	time: 24h post infection	total RNA	GPL21290	transcriptomic	RNA-Seq
LS_152_HAM_24h -Mtb	Homo sapiens	GSE223863	GSM6998103	Healthy Control without treatment	primary_sample	Bronchoalveolar lavage fluid	BALF	Alveolar macrophage	BALF	Bronchoalveolar lavage fluid	BALF	BALF	24hr		24h post culture	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Uninfected	time: 24h post culture	total RNA	GPL21290	transcriptomic	RNA-Seq
LS_161_HAM_2h +Mtb	Homo sapiens	GSE223863	GSM6998104	Disease without treatment	primary_sample	Bronchoalveolar lavage fluid	BALF	Alveolar macrophage	BALF	Bronchoalveolar lavage fluid	BALF	BALF	2hr		2h post infection	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Mtb infected	time: 2h post infection	total RNA	GPL21290	transcriptomic	RNA-Seq
LS_163_HAM_24h +Mtb	Homo sapiens	GSE223863	GSM6998105	Disease without treatment	primary_sample	Bronchoalveolar lavage fluid	BALF	Alveolar macrophage	BALF	Bronchoalveolar lavage fluid	BALF	BALF	24hr		24h post infection	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Mtb infected	time: 24h post infection	total RNA	GPL21290	transcriptomic	RNA-Seq
LS_164_HAM_24h -Mtb	Homo sapiens	GSE223863	GSM6998106	Healthy Control without treatment	primary_sample	Bronchoalveolar lavage fluid	BALF	Alveolar macrophage	BALF	Bronchoalveolar lavage fluid	BALF	BALF	24hr		24h post culture	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Uninfected	time: 24h post culture	total RNA	GPL21290	transcriptomic	RNA-Seq
LS_169_HAM_2h +Mtb	Homo sapiens	GSE223863	GSM6998107	Disease without treatment	primary_sample	Bronchoalveolar lavage fluid	BALF	Alveolar macrophage	BALF	Bronchoalveolar lavage fluid	BALF	BALF	2hr		2h post infection	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Mtb infected	time: 2h post infection	total RNA	GPL21290	transcriptomic	RNA-Seq
LS_170_HAM_2h -Mtb	Homo sapiens	GSE223863	GSM6998108	Healthy Control without treatment	primary_sample	Bronchoalveolar lavage fluid	BALF	Alveolar macrophage	BALF	Bronchoalveolar lavage fluid	BALF	BALF	2hr		2h post culture	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Uninfected	time: 2h post culture	total RNA	GPL21290	transcriptomic	RNA-Seq
LS_177_HAM_2h +Mtb	Homo sapiens	GSE223863	GSM6998109	Disease without treatment	primary_sample	Bronchoalveolar lavage fluid	BALF	Alveolar macrophage	BALF	Bronchoalveolar lavage fluid	BALF	BALF	2hr		2h post infection	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Mtb infected	time: 2h post infection	total RNA	GPL21290	transcriptomic	RNA-Seq
LS_178_HAM_2h -Mtb	Homo sapiens	GSE223863	GSM6998110	Healthy Control without treatment	primary_sample	Bronchoalveolar lavage fluid	BALF	Alveolar macrophage	BALF	Bronchoalveolar lavage fluid	BALF	BALF	2hr		2h post culture	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Uninfected	time: 2h post culture	total RNA	GPL21290	transcriptomic	RNA-Seq
LS_181_HAM_72h +Mtb	Homo sapiens	GSE223863	GSM6998111	Disease without treatment	primary_sample	Bronchoalveolar lavage fluid	BALF	Alveolar macrophage	BALF	Bronchoalveolar lavage fluid	BALF	BALF	72hr		72h post infection	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Mtb infected	time: 72h post infection	total RNA	GPL21290	transcriptomic	RNA-Seq
LS_182_HAM_72h -Mtb	Homo sapiens	GSE223863	GSM6998112	Healthy Control without treatment	primary_sample	Bronchoalveolar lavage fluid	BALF	Alveolar macrophage	BALF	Bronchoalveolar lavage fluid	BALF	BALF	72hr		72h post culture	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Uninfected	time: 72h post culture	total RNA	GPL21290	transcriptomic	RNA-Seq
LS_183_HAM_2h +Mtb	Homo sapiens	GSE223863	GSM6998113	Disease without treatment	primary_sample	Bronchoalveolar lavage fluid	BALF	Alveolar macrophage	BALF	Bronchoalveolar lavage fluid	BALF	BALF	2hr		2h post infection	tissue: Bronchoalveolar lavage fluid	cell type: Alveolar macrophage	treatment: Mtb infected	time: 2h post infection	total RNA	GPL21290	transcriptomic	RNA-Seq
HepG2 Mtb UNINFECTED, 0 hour, 1	Homo sapiens	GSE256184	GSM8087241	Healthy Control without treatment	primary_sample	HepG2	HepG2	Heptocytes	HepG2		HepG2	HepG2	0hr			cell line: HepG2	cell type: Heptocytes	treatment: No infection		total RNA	GPL24676	transcriptomic	RNA-Seq
HepG2 Mtb UNINFECTED, 0 hour, 2	Homo sapiens	GSE256184	GSM8087242	Healthy Control without treatment	primary_sample	HepG2	HepG2	Heptocytes	HepG2		HepG2	HepG2	0hr			cell line: HepG2	cell type: Heptocytes	treatment: No infection		total RNA	GPL24676	transcriptomic	RNA-Seq
HepG2 Mtb UNINFECTED, 0 hour, 3	Homo sapiens	GSE256184	GSM8087243	Healthy Control without treatment	primary_sample	HepG2	HepG2	Heptocytes	HepG2		HepG2	HepG2	0hr			cell line: HepG2	cell type: Heptocytes	treatment: No infection		total RNA	GPL24676	transcriptomic	RNA-Seq
HepG2 Mtb UNINFECTED, 0 hour, 4	Homo sapiens	GSE256184	GSM8087244	Healthy Control without treatment	primary_sample	HepG2	HepG2	Heptocytes	HepG2		HepG2	HepG2	0hr			cell line: HepG2	cell type: Heptocytes	treatment: No infection		total RNA	GPL24676	transcriptomic	RNA-Seq
